"","BTM:activated.dendritic.cells..M67.","BTM:B.cell.surface.signature..S2.","BTM:blood.coagulation..M11.1.","BTM:CCR1..7.and.cell.signaling..M59.","BTM:CD4.T.cell.surface.signature.Th2.stimulated..S7.","BTM:cell.adhesion..M51.","BTM:cell.cycle..mitotic.phase..M230.","BTM:cell.cycle.and.growth.arrest..M31.","BTM:cell.junction..GO...M4.13.","BTM:chemokine.cluster..II...M27.1.","BTM:chemokines.and.receptors..M38.","BTM:collagen..TGFB.family.et.al..M77.","BTM:combine( cell.movement..Adhesion...Platelet.activation..M30. cytoskeletal.remodeling..enriched.for.SRF.targets...M34. cytoskeleton.actin..SRF.transcription.targets...M145.0. cytoskeleton.actin..SRF.transcription.targets...M145.1. enriched.in.extracellular.matrix...associated.proteins..M202. )","BTM:combine( chaperonin.mediated.protein.folding..I...M204.0. chaperonin.mediated.protein.folding..II...M204.1. )","BTM:combine( combine( regulation.of.signal.transduction..M3. enriched.in.monocytes..II...M11.0. cell.cycle.and.transcription..M4.0. immune.activation...generic.cluster..M37.0. ) combine( myeloid.cell.enriched.receptors.and.transporters..M4.3. formyl.peptide.receptor.mediated.neutrophil.response..M11.2. Resting.dendritic.cell.surface.signature..S10. ) )","BTM:combine( cytoskeletal.remodeling..M32.8. TBA..M192. )","BTM:combine( enriched.in.T.cells..I...M7.0. T.cell.activation..I...M7.1. )","BTM:combine( extracellular.matrix..I...M2.0. extracellular.matrix..III...M2.2. )","BTM:combine( golgi.membrane..I...M113. enriched.in.monocytes..surface...M118.1. )","BTM:combine( innate.activation.by.cytosolic.D..sensing..M13. chemokines.and.inflammatory.molecules.in.myeloid.cells..M86.0. )","BTM:combine( RIG.1.like.receptor.signaling..M68. viral.sensing...immunity..IRF2.targets.network..II...M111.1. type.I.interferon.response..M127. innate.antiviral.response..M150. Activated..LPS..dendritic.cell.surface.signature..S11. antiviral.IFN.signature..M75. TBA..M131. enriched.in.activated.dendritic.cells..II...M165. )","BTM:combine( T...B.cell.development..activation..M62.0. T.cell.surface.signature..S0. )","BTM:combine( T.cell.activation..III...M7.4. T.cell.differentiation.via.ITK.and.PKC..M18. )","BTM:combine( TBA..M137. TBA..M180. )","BTM:DC.surface.signature..S5.","BTM:double.positive.thymocytes..M126.","BTM:E2F.transcription.factor.network..M8.","BTM:endoplasmic.reticulum..M37.2.","BTM:enriched.for.promoter.motif..TCACGTGAY..putative.SREBF1.targets...M178.","BTM:enriched.for.TF.motif.PAX3..M179.","BTM:enriched.in.activated.dendritic.cells.monocytes..M64.","BTM:enriched.in.D..interacting.proteins..M182.","BTM:enriched.in.dendritic.cells..M168.","BTM:enriched.in.monocytes..III...M73.","BTM:enriched.in.monocytes..IV...M118.0.","BTM:enriched.in.myeloid.cells.and.monocytes..M81.","BTM:extracellular.matrix..collagen..M210.","BTM:extracellular.matrix..II...M2.1.","BTM:G.protein.mediated.calcium.signaling..M159.","BTM:golgi.membrane..II...M237.","BTM:growth.factor.induced..enriched.in.nuclear.receptor.subfamily.4..M94.","BTM:IL2..IL7..TCR.network..M65.","BTM:immuregulation...monocytes..T.and.B.cells..M57.","BTM:inositol.phosphate.metabolism..M129.","BTM:integrin.mediated.leukocyte.migration..M39.","BTM:integrins.and.cell.adhesion..M84.","BTM:leukocyte.activation.and.migration..M45.","BTM:lipid.metabolism..endoplasmic.reticulum..M92.","BTM:lysosome..M209.","BTM:Membrane..ER.proteins..M134.","BTM:Memory.B.cell.surface.signature..S9.","BTM:MHC.TLR7.TLR8.cluster..M146.","BTM:mitosis..TF.motif.CCAATNNSNNNGCG...M169.","BTM:mitotic.cell.cycle.in.stimulated.CD4.T.cells..M4.9.","BTM:myeloid..dendritic.cell.activation.via.NFkB..I...M43.0.","BTM:Naive.B.cell.surface.signature..S8.","BTM:phosphatidylinositol.signaling.system..M101.","BTM:platelet.activation...actin.binding..M196.","BTM:platelet.activation..I...M32.0.","BTM:purine.nucleotide.biosynthesis..M212.","BTM:putative.targets.of.PAX3..M89.0.","BTM:RA..WNT..CSF.receptors.network..monocyte...M23.","BTM:regulation.of.localization..GO...M63.","BTM:suppression.of.MAPK.signaling..M56.","BTM:T.cell.differentiation..M14.","BTM:T.cell.differentiation..Th2...M19.","BTM:T.cell.surface..activation..M36.","BTM:TBA..M102.","BTM:TBA..M105.","BTM:TBA..M121.","BTM:TBA..M148.","BTM:TBA..M161.","BTM:TBA..M174.","BTM:TBA..M185.","BTM:TBA..M186.","BTM:TBA..M198.","BTM:TBA..M205.","BTM:TBA..M208.","BTM:TBA..M211.","BTM:TBA..M241.","BTM:TBA..M242.","BTM:TBA..M243.","BTM:TBA..M248.","BTM:TBA..M249.","BTM:TBA..M66.","BTM:TBA..M79.","BTM:TBA..source..B.cells...M217.","BTM:TBA..source..memory.B.cells...M152.2.","BTM:TLR8.BAFF.network..M25.","BTM:transcription.regulation.in.cell.development..M49.","BTM:translation.initiation.factor.3.complex..M245.","BTM:transmembrane.transport..I...M87.","BTM:transmembrane.transport..II...M191.","Calcemia","Creatina.Chinasi..CK.","GOT.AST.","IL.6","lung_pos_cells","Proteine.Totali","seg10BTVPCRcopiesper1ml_new"
"SMI6-136",0.00097919987808659,6.0671132158685e-05,6.65076948194177e-05,1.74488339170775e-05,4.1875706073613e-05,2.61727439794246e-05,0.000102589852456703,2.09380234781342e-05,0.000116315870088313,9.86900000867763e-05,9.57109272068379e-05,8.79342283688356e-05,2.5121575886411e-05,0.000156224825361484,6.87756333626055e-05,3.32534492759606e-05,9.57879805520978e-05,6.97841585917125e-05,0.000102197883828259,0.000196433381105754,0.000336682916274977,2.9526805024549e-05,8.87249227385922e-05,0.000143702806772339,6.42098114438383e-05,4.88511025091842e-05,6.28149252657195e-06,2.61730636375024e-05,2.39298317579184e-05,0.000107304278377907,0.000134570539848999,4.42027159370806e-05,2.25489623353337e-05,2.6173385594408e-06,0.000190987697373357,4.92646758440962e-05,9.94291687161919e-05,0.000120380555713284,9.5707546279078e-05,3.48969493664253e-05,8.37541981901779e-06,0.000192574283979008,0.000143545069707818,7.24755951562184e-05,3.40245655752192e-05,0.000164494234742074,7.59018181655247e-05,2.0938242664803e-05,2.99123478533225e-05,2.51255054573019e-05,4.48674168735952e-05,2.55913668021357e-05,8.52466195979673e-05,4.02657851774624e-05,2.44272252318822e-05,2.1985462236529e-05,0.000230279042107151,2.55911719646562e-05,6.80423120118512e-05,0.000129805544282435,6.97951164463362e-06,1.8321130161425e-05,4.18766607503951e-05,1.04693514979548e-05,2.30320691387842e-05,4.1875271541425e-05,0.000146562395556993,0.000143039655007504,3.55954268376202e-05,0.000775575060323108,5.71019835686748e-05,6.45572821118545e-05,0.000169555306169356,6.80483892598893e-05,0.00014131770215231,4.44912486512461e-05,0.000121441159048663,2.44284673458495e-05,0.000156987806165354,9.42249965008024e-05,0.000296905236081058,7.04290420969755e-05,3.48968763104196e-05,3.14078572067888e-05,0.000177960961642576,5.2346839691797e-06,0,0,4.18764853675757e-05,8.30218041303343e-05,0.000785954074074668,2.2683463086981e-05,5.32970117363973e-05,8.9,422,86,759.7,0.0943,5.5,1.608e+09
"SLI13-34",0.00175198357263406,4.58958354117023e-05,6.80530568855087e-05,1.62190849990473e-05,4.5652090597148e-05,9.91162963148717e-06,0.000139465838729036,2.16249530533563e-05,0.000153765486036184,0.000155959731437338,0.000131283576503272,7.67617082206851e-05,5.65656987217e-05,0.000168830072512893,6.86284653470537e-05,4.76984801491831e-05,0.000125123442820341,7.02735681414879e-05,0.000132859772799643,0.000242408728154286,0.000309155745780387,4.51852206821979e-05,0.0001518386805206,0.000197029784303027,6.97651942835886e-05,8.01768197129515e-05,1.51376576948969e-05,4.32481820462627e-05,4.4793849605762e-05,0.000143258926247114,0.000149783617208188,6.36739055406288e-05,1.99618472309648e-05,5.406369784966e-06,0.000235446254314597,2.79849923041642e-05,5.94609798612034e-05,6.2844594305167e-05,8.64945191771938e-05,4.97347813108728e-05,1.08126577313961e-05,0.000224816964604857,8.1864773092688e-05,0.000108943933764039,2.83830696359288e-05,0.000177604538124765,8.78491263989201e-05,2.9734160660988e-05,2.78037389254138e-05,3.02738261206414e-05,2.7803905929602e-05,2.88336474365547e-05,0.000124340917139865,4.15862472482598e-05,2.52292840103863e-05,3.45976713969076e-05,0.000261249581692713,1.56183027315571e-05,8.00047567544038e-05,0.000139472174764288,5.40638439949781e-06,9.46108958088665e-06,6.37904534417366e-05,1.29750209305612e-05,2.70313257622057e-05,7.15238803798979e-05,0.000168643710546146,5.04564768371019e-05,3.24376692428796e-05,0.00141103767914919,5.89768008516511e-05,8.64883502957881e-05,0.000240503579494344,0.000114427483098645,0.000124327759869702,5.81145382252402e-05,0.00016866119174086,3.24374198579225e-05,0.000186976249860304,8.10935155450832e-05,0.000332201752457406,5.79946171839207e-05,2.34270000043502e-05,5.94686208941209e-05,0.00013190253334705,6.75794122351192e-06,0,0,3.39820702737192e-05,7.38173744849746e-05,0.000475502718350285,1.80210442606299e-05,5.7011308017163e-05,8.7,585,121,62.48,NA,5.8,2.72e+09
"SMI13-285",0.000525952516858386,4.06265114050175e-05,5.139976550117e-05,3.79935600913761e-06,3.71480178040784e-05,1.20310741016372e-05,0.000126121010581626,2.08958860941078e-05,0.000107218060904302,0.000197495575258833,9.22643492620168e-05,6.53428634687092e-05,2.45656180515308e-05,0.000189369886234525,7.21330566841871e-05,2.72641130383278e-05,0.000112784406758326,4.81201808013587e-05,9.24806915749699e-05,0.000242029693680479,0.000243703076828972,2.57175131774812e-05,0.000104181869855724,0.000172994391839598,6.83567185706391e-05,3.73579107428856e-05,2.27951978615248e-05,4.17889002526373e-05,3.25652387804798e-05,0.000140562405799738,0.000104185209631069,4.89680750352939e-05,1.75348191693292e-05,4.74915396231346e-06,0.00019057584001736,3.75422595824126e-05,4.46368212547732e-05,5.08138176629203e-05,6.51255590375932e-05,3.14059222523699e-05,7.59868026145583e-06,0.000178235174595143,0.000109631510995856,6.37077690386345e-05,1.61471389907852e-05,0.00013567995406838,6.3637025107699e-05,6.26840609825319e-05,1.73681735353703e-05,1.06379676070301e-05,3.90777506653617e-05,2.02630973260565e-05,0.000133512847978468,6.42945151720919e-05,1.64635183854678e-05,2.88738915217301e-05,0.000222844858610349,1.26643003044435e-05,5.69830843200059e-05,0.000148161305962846,5.06580159664871e-06,1.42473491182571e-05,4.86293656520864e-05,1.13979785316687e-05,1.13980189488938e-05,6.3707782407274e-05,0.000100298542833777,6.45827788665621e-05,5.39480974424134e-05,0.000396546902490913,4.35178421831495e-05,6.01527769268362e-05,0.000237345661221688,9.62432503859301e-05,8.73757927692953e-05,3.51428545306565e-05,9.95390244216132e-05,1.77301435992927e-05,9.19256103713018e-05,1.89967511765587e-05,0.000256246061213217,5.24984734877609e-05,4.68549603274138e-05,1.51973374273862e-05,0.000204346453720916,8.54850636278215e-06,0,5.06581122006189e-06,1.84537459502199e-05,5.65937069398892e-05,0.00074704509344059,3.98906864977899e-05,4.90449954566596e-05,9.6,1820,183,788.52,0.012,6.5,129680000
"SLI13-29",0.00124957801374204,4.06814760278706e-05,5.83555090452048e-05,1.40389445533184e-05,6.86315621003519e-05,1.79382662381933e-05,0.000187147333262194,2.80774438488063e-05,0.00012373809803834,0.000197807236232084,0.000117651797769902,7.86076025958149e-05,6.98347464120896e-05,0.000148297160845079,7.37532035763877e-05,4.45880058519421e-05,0.000168528322006312,4.05534467542434e-05,0.000109505907590846,0.000237901060321954,0.000261921556624856,4.51100079672528e-05,0.000188425227876321,0.000244538582718556,5.74136192266206e-05,8.65547010389101e-05,2.8077032209195e-05,2.86617767752961e-05,2.80773562644221e-05,0.000153238183464799,0.000145693275085179,6.65535409292151e-05,3.02369834144223e-05,8.18938470281694e-06,0.000166220602013212,4.3489731331503e-05,5.84864858341749e-05,5.08893161643709e-05,0.000104278198248542,5.92681179785171e-05,1.8718476919144e-05,0.000249459247053663,0.000133694540340068,0.000118776345202631,3.50969279827584e-05,0.000180470440809266,0.000106455890099166,1.63785955866746e-05,1.33704425520076e-05,1.87175922892191e-05,3.74360454160616e-05,2.49579225115593e-05,0.000120327087073768,0.000102225094038344,3.27564375575129e-05,2.57372428409397e-05,0.000300959365079567,1.66383349342603e-05,9.96568671549625e-05,0.000131024145724634,9.3593085348509e-06,1.05291132939112e-05,5.61527771285597e-05,1.40388686380444e-05,3.55649800267699e-05,8.63850746377626e-05,0.000183409164541404,8.42212392226926e-05,4.21163212480646e-05,0.000955175332761238,7.14692259675687e-05,9.59189712130826e-05,0.000288625849998114,0.000114647459799055,0.000128669674919646,4.67945610171938e-05,0.000170323900219538,4.6794265422534e-05,0.000169334636396457,8.89135734440938e-05,0.000282448816795844,6.04089129454533e-05,3.11967948900538e-05,6.55133203322222e-05,0.000141299223569868,3.50971401119615e-06,0,6.23955848899627e-06,7.35336213877336e-05,8.13215573212123e-05,0.000498780389435627,2.10579505839359e-05,6.21099372852818e-05,8.8,155,114,168.06,NA,5.4,4.552e+09
"SLI13-31",0.00159875361576067,5.08482017220757e-05,7.68187978050783e-05,1.33536023225744e-05,3.82797609961294e-05,2.06978365053789e-05,0.000139396797222524,4.80698698621662e-05,0.000186927492938027,0.000202500062651323,0.000156788520334405,9.37323028120662e-05,3.2043522493197e-05,0.000176255719151364,7.55871793118867e-05,4.57115768941474e-05,0.000131662693105383,9.61253179423416e-05,0.000117775935684516,0.000329793947624779,0.000430252012560306,3.14297278221076e-05,0.000158646731939216,0.000216265571093999,8.77252278965734e-05,6.74286081638886e-05,1.28194586592745e-05,6.00828119095009e-05,3.54819009211749e-05,0.00015722676254537,0.000220809273008049,5.51947262181773e-05,2.28038095047012e-05,1.10166897857589e-05,0.000249784766805261,5.04256876305842e-05,4.50631133452895e-05,9.91394026548242e-05,6.52363363760067e-05,3.79231157425775e-05,1.28194522381886e-05,0.000239201247693055,0.000105294955457191,0.000102298875718887,4.70705904511703e-05,0.000239157732546236,9.61436149189421e-05,2.60389643262915e-05,2.40364713448571e-05,3.04434747722127e-05,1.48797286523283e-05,3.56091037616579e-05,0.000129903714600088,4.49907749562328e-05,2.67065377810294e-05,2.80411309141471e-05,0.000248989628478302,1.51338835561177e-05,9.89254081777968e-05,0.000133793722900011,1.73597691468519e-05,2.60394537860975e-05,5.92860955601626e-05,2.88436231108413e-05,2.884370014411e-05,6.53244338768566e-05,0.000211510081403965,8.5452758353366e-05,4.32652234771957e-05,0.0011842872741159,5.75410942635912e-05,0.000103480331832717,0.000237890391082907,0.000120845692934912,0.000126177445476827,5.90868804433153e-05,0.000189865889790086,2.00300103139206e-05,0.000166587622857817,0.000120181586576562,0.00028549624193408,4.6615810564532e-05,2.9377392340546e-05,4.80723007680872e-05,0.000197872499031693,1.10167620046564e-05,8.01221060919843e-06,5.34146660657875e-06,4.57834396665469e-05,8.84003700336589e-05,0.000388402458621595,4.80709635841681e-05,6.99229260248124e-05,8.1,659,201,226.8,NA,5.3,4.578e+09
"SLI13-32",0.00131902705914766,3.97369138751547e-05,8.57468479995571e-05,2.08255056981521e-05,5.20629421436603e-05,2.86347688052135e-05,0.000133263856696875,5.85669218831075e-05,0.000156175024570882,0.00012789851096251,0.00012048134931919,7.4965329441401e-05,5.93270128348422e-05,0.000144168833495328,6.8462905431721e-05,5.20585105883153e-05,0.000145245135239946,3.99131946318132e-05,0.000143821242676534,0.000296916160245742,0.000348071095324309,4.40472247253965e-05,0.000174453031721811,0.000203943057330402,7.40304771491562e-05,9.10924919408362e-05,3.12382748324236e-05,3.51398473323883e-05,5.20635616403364e-05,0.00012754984652763,0.000132364359144654,6.01622053109097e-05,2.48303026069152e-05,1.30161641243021e-06,0.000225177368251783,3.85859341323069e-05,7.28770984894656e-05,7.02825077250058e-05,8.18108342319768e-05,5.41425519449135e-05,1.24953706417408e-05,0.000247020352183824,0.000105612811300837,0.000105722163183941,5.33645043538922e-05,0.000214169659715768,0.000132757866809774,1.56192376978836e-05,1.48755776947507e-05,1.5619075067308e-05,3.71882671550416e-05,2.31397265264555e-05,0.000130152162699293,5.44658358563321e-05,2.08256321965195e-05,2.60319345410931e-05,0.000268070174955781,2.54531034071803e-05,9.99472040092986e-05,0.000121826224481758,5.20645774315653e-06,1.17144325084695e-05,5.31041593114789e-05,1.97842210183374e-05,2.70732221099301e-05,6.96811674323339e-05,0.000237380465978987,6.76784579234369e-05,3.12385350322852e-05,0.000999083607349238,7.76196044600663e-05,9.6310278708378e-05,0.000225376571887592,0.000101521807757132,0.000119733469358563,6.11732220099359e-05,0.000195745456827323,2.25613560431714e-05,0.000166544622412168,7.80966764426516e-05,0.000332224781325108,5.96365390512776e-05,1.56190027826852e-05,6.76832640078562e-05,0.000142643261446862,5.2064758147008e-06,5.2064758147008e-06,0,5.94999056799939e-05,7.71946960511638e-05,0.00045437781547486,1.73545820598697e-05,5.96359181062045e-05,8.4,111,106,166.44,NA,5.3,1583600000
"SLI13-35",0.00160554426378923,5.34146439179484e-05,6.6384010815046e-05,1.87109468972046e-05,2.23217091739336e-05,1.67412613523155e-05,0.000144154405040009,3.47124863935289e-05,0.000111601469412914,0.000166228718110117,8.35627190096666e-05,8.92120238498162e-05,6.65324205817441e-05,0.000182247617034781,6.37644461236597e-05,4.17037244224705e-05,9.21029433651466e-05,4.62810522015022e-05,0.000113241028540934,0.000229866469014572,0.000309045600624502,3.89324682519288e-05,0.000117861375471096,0.000212655861296041,7.87844842744523e-05,6.54762314489243e-05,8.86305429204093e-06,3.7297062525532e-05,5.06450378310319e-05,0.000146971022911391,0.000102118186711797,6.69648495625896e-05,1.90897519347644e-05,6.64733659561101e-06,0.000232195657530854,3.33657348594585e-05,6.20335362857549e-05,4.985321925699e-05,8.01808580548347e-05,5.1992353389041e-05,2.95434171369013e-05,0.000160680223613374,0.00011732482765936,9.81694163277869e-05,2.95433979489168e-05,0.000154444896506511,8.19825524021045e-05,3.8405429366728e-05,1.85702688655365e-05,2.36343064257127e-05,1.60378033791098e-05,2.88870515943174e-05,0.000125765492851926,4.31785300472054e-05,2.16649690008008e-05,3.30877735141843e-05,0.000270753030837234,1.96956587485975e-05,7.23745623365524e-05,0.000133528324530063,1.87107839773049e-05,9.60172744823851e-06,4.4314402253498e-05,4.72700162323925e-06,2.59983193624524e-05,6.63524341384392e-05,0.000173695610281133,8.17291903436601e-05,4.13605738480705e-05,0.00128864196414935,7.03625874118874e-05,8.37009474841111e-05,0.000258418344812661,9.60129024509815e-05,0.000112248366043177,4.28351263825899e-05,0.000142393363665505,3.84061945004621e-05,0.000165975774909288,9.74951490897435e-05,0.000317420094382737,5.04924396351747e-05,2.06801562909753e-05,4.43150445361695e-05,0.000158335493669615,1.25561095727367e-05,0,5.9088035264665e-06,2.78551211609912e-05,5.2767747495075e-05,0.00054074255900094,1.92033870731745e-05,5.6937607632257e-05,7.9,541,176,145.39,NA,5.7,1977400000
"SMI6-129",0.00179969553192461,6.33458557270927e-05,6.53929079648119e-05,1.44388346965396e-05,4.65247068228702e-05,8.42265719258606e-06,0.000121274264701654,1.80485933218844e-05,0.000101067025371826,0.00011959938299233,8.45645674865114e-05,0.000121268596976254,1.39571222563806e-05,0.000153268052316413,4.97470834850411e-05,3.39718370991893e-05,7.65564505875727e-05,1.44388346965396e-05,7.89638547342708e-05,0.000185171019547958,0.000307285578013961,2.07323358205613e-05,9.8988132805955e-05,0.000169957621229067,4.36290079157686e-05,3.12831777247169e-05,1.15510163352095e-05,3.79009265012442e-05,4.33165636666288e-05,0.000113703779785812,7.63114546007415e-05,4.81295185150721e-05,8.88557777756205e-06,5.41464281900161e-06,0.000177963998262864,3.14243678569692e-05,3.42898542298187e-05,6.04561783761337e-05,8.24979188240871e-05,4.52394929897348e-05,5.77560615022676e-06,0.000136659499147651,0.00011343090492022,0.000109944174414567,2.88777128412132e-05,0.000129937514365519,5.23412291317804e-05,4.33153054368862e-05,2.06270201723591e-05,1.73262931117968e-05,1.44390332463828e-05,3.85035823724511e-05,8.5600916475137e-05,1.8881680535987e-05,1.20325330834614e-05,2.59899587529144e-05,0.000265856252894103,3.20866596514868e-06,5.91936029252782e-05,0.000128497207010803,2.40651588256924e-06,1.08292888962858e-05,3.176537104288e-05,7.21954417270965e-06,2.16580592249382e-05,4.88679906442968e-05,9.52964091704978e-05,0.000117896630629222,3.03210223333572e-05,0.00142277977543448,6.56257798488102e-05,8.661871624005e-05,0.000210760314892866,7.94116713751514e-05,6.8581561693648e-05,5.23367215075066e-05,0.000132826682007758,2.16583997165731e-05,0.000206379261982859,5.77563117030166e-05,0.000367463022579617,3.93791690385115e-05,2.88775651740014e-05,2.88779473613943e-05,9.38502387424212e-05,5.41464281900161e-06,0,4.81303755628382e-06,4.33159978274755e-05,6.37249824504416e-05,0.000657396456170245,1.32357874049749e-05,4.85665800198376e-05,9.3,353,137,424.76,0.1009205,6.2,2.06e+09
"SLI13-30",0.00112988423549565,2.96834855844086e-05,9.50233937893064e-05,3.64713547920115e-05,3.50408696390136e-05,2.73532464241111e-05,0.000138359038478475,6.11403370107677e-05,0.000245238429086525,0.000354608381802457,0.000170070696374536,7.07909851382915e-05,9.8590432215051e-05,0.000150992210394829,0.000107256758431262,4.65621818608319e-05,0.000102365293585427,8.68704855843117e-05,0.000261299734957365,0.000407961398035672,0.000466708242216729,3.53128160603955e-05,9.77481658330781e-05,0.000210268667034663,0.000123313902491873,7.9904622131366e-05,1.41593715765609e-05,8.84773779279424e-05,3.30993098696108e-05,0.000131929235407391,0.000291295902685285,4.29074564620713e-05,3.51500381614578e-05,2.33308435648727e-05,0.000327971683057315,9.99310179010671e-05,7.32009900366037e-05,9.89477793489346e-05,0.000106643351705848,5.31997359436431e-05,2.31697373638262e-05,0.000195593066023791,9.10216510670026e-05,0.000104951669022135,3.29851470934894e-05,0.000258267867221385,8.84944585306524e-05,4.9876876671906e-05,2.85028742346149e-05,2.38133794574491e-05,1.19528655380119e-05,2.2884113422883e-05,9.4239560603393e-05,4.85177913780444e-05,5.04123379863053e-05,1.9629709192559e-05,0.0003093928040796,3.50404416258332e-05,9.33063445485161e-05,0.0001023294816207,9.65424397936232e-06,2.49397530596163e-05,6.04962869539261e-05,3.66854507125591e-05,1.48031694073847e-05,6.68329055930617e-05,0.000208514971635765,4.18317334174301e-05,7.40132293475249e-05,0.000756035892805595,5.2073518138851e-05,0.000100826075639882,0.000244809069056773,8.688437512272e-05,0.000117445615483769,7.07936283947941e-05,0.000177620920371213,3.43252550374373e-05,0.000111970907302972,0.000112630892854515,0.00033229494336684,3.97869495099012e-05,1.93080150598934e-05,3.21805198524316e-05,0.000181473986309078,1.44811057867233e-05,6.4361764609e-06,8.58160543604214e-06,9.65360718943042e-05,0.000106513541795028,0.000364023663695923,6.32850084762993e-05,6.37751525700558e-05,8.5,913,171,496.57,NA,5.4,3.18e+09
"SLI6-27",0.00133267908975165,3.69981377659201e-05,0.000100635193160281,1.83130298565537e-05,6.80162599837608e-05,1.76590001343957e-05,0.000190675721498668,3.13932162565589e-05,0.000136900591616085,0.000196125194767527,0.000117716929530109,8.3184919171142e-05,9.30523308491082e-05,0.000165410298185176,7.74977063604521e-05,4.43151512281581e-05,0.000129104923081602,3.79313694105488e-05,0.000115827949233704,0.000203427967136571,0.000270363823184239,4.28603558009222e-05,0.000166245937765153,0.000232518577872431,6.98940014858263e-05,6.80110467858874e-05,1.80512002825317e-05,3.18827906111707e-05,3.47567670637705e-05,0.00017460625203003,0.000158031499648992,6.62752632674124e-05,1.69042854412105e-05,6.86744314104537e-06,0.000221004900183397,5.21657013596855e-05,7.25838960136116e-05,5.68994298280057e-05,0.00013675891970566,6.38295263541977e-05,2.66845351630796e-05,0.000191970032541677,7.62401625349352e-05,0.00012495594733597,4.21851097776038e-05,0.000188321592053065,0.000113797793825254,1.17727005477519e-05,1.56967654065809e-05,2.58989354093853e-05,2.2423733116117e-05,2.96495274667574e-05,0.000137902473192009,7.30481600417221e-05,2.35446055065758e-05,1.96209129881275e-05,0.000298163189699219,3.31373837243465e-05,8.43589508385811e-05,9.6528054274847e-05,9.15655000377491e-06,2.4526074343223e-05,5.17985046581959e-05,1.25576117235848e-05,3.37481918366578e-05,7.78731176369618e-05,0.000160093824133734,5.75529270636643e-05,3.37474650751179e-05,0.00103641441442881,7.41999929279036e-05,0.000104630225443492,0.000281256568252175,0.000120335690931395,0.000151056045480491,7.16104796805173e-05,0.000189122947851228,4.18581794559003e-05,0.000202411164881955,7.06369886667169e-05,0.000306059844339401,3.56746847949285e-05,1.56967082132198e-05,7.06358799484885e-05,0.000124785826820739,1.07916702407618e-05,3.9242694482855e-06,2.61617792096658e-06,5.04532157088455e-05,8.22648501734857e-05,0.000438591104760855,3.2701617463271e-05,5.27983624190043e-05,8.3,657,127,473.84,0.131113425,4.9,4.77e+09
"SLI6-28",0.00165593897285521,4.11735296144133e-05,0.000117556561669341,1.05745938203672e-05,3.66575877868147e-05,1.63901910792408e-05,0.000135126021931109,4.04456119218466e-05,0.000202299891723268,0.000195702461079472,0.000125976114596416,6.91534016021844e-05,7.52394885916718e-05,0.000173247008297794,9.10601488790519e-05,4.77674947583218e-05,7.72765598533454e-05,0.000233567210293995,0.000178611904124937,0.00028410230034237,0.000385822791676205,2.9606711652308e-05,0.000105116290683993,0.000228909921143883,9.43986182226908e-05,6.07977439797125e-05,8.88262794740413e-06,5.51145795866237e-05,3.17233290938468e-05,0.000157809733351888,0.000222876060392174,4.15932164024024e-05,4.09951610000903e-05,1.58614244623045e-05,0.00035019312297635,8.06014209155936e-05,7.61285121830824e-05,0.000137548497185724,0.000106027684008803,4.65250081496116e-05,1.7765117419799e-05,0.00012602753029789,9.33533552871513e-05,0.000105412019538953,3.17231156214959e-05,0.000186665866539926,7.13760140802489e-05,6.02713532393828e-05,3.44425192406739e-05,2.72815464592568e-05,1.99405466922986e-05,2.39690797272374e-05,0.000134140498297963,3.26994749100251e-05,4.12380074603647e-05,2.31578689589007e-05,0.000280155083192346,3.45427909620444e-05,6.94680057478081e-05,0.000133227842544326,9.5171777130254e-06,2.14133847449283e-05,5.07571742063284e-05,8.88263197285077e-06,1.39584053393538e-05,4.73398121283441e-05,0.000147189223886457,7.401585779232e-05,4.88529646602842e-05,0.0012400547890612,7.09440107173887e-05,0.000102565875912397,0.000285077246419574,0.000123188357669113,0.000144321545385351,6.18572466692946e-05,0.000147192830131537,2.43212324659847e-05,0.000142088950121577,0.000107861780175966,0.000399072113582255,5.19114527790521e-05,1.58615905025972e-05,4.75857074266894e-05,0.000308868232731907,2.4585613789041e-05,3.17240263503216e-06,8.45973588714521e-06,6.52580094127053e-05,0.00011220085746011,0.000397401123495733,4.59975928861489e-05,5.94092105496991e-05,8.1,434,136,382.48,0.13575975,5.7,4.17e+10
