"","logFC","AveExpr","t","P.Value","adj.P.Val","z.std"
"ENSOARG00000000942",1.85574712872655,8.47834988593348,8.33729564947151,1.17774615384965e-08,6.3048869379496e-05,5.7029165991846
"ENSOARG00000007427",1.69295634486772,9.64318568084288,8.76034290233691,1.62079355731352e-08,6.3048869379496e-05,5.64826060093178
"ENSOARG00000013903",1.02185427296841,9.58927342962508,7.45765932460927,6.42838980572598e-08,0.000166709575628494,5.40645631189812
"ENSOARG00000007603",1.34035171489318,8.88824478809964,6.9062328877076,2.4804660126417e-07,0.000482450639458811,5.15917030837378
"ENSOARG00000009097",2.51382129729128,5.52195559048331,6.5841360302654,5.67991870578582e-07,0.000775557545270775,5.00179426454654
"ENSOARG00000005557",2.47961968019763,4.20386924601018,6.55456111046578,5.98116358820649e-07,0.000775557545270775,4.9918243543993
"ENSOARG00000020495",2.11546956227056,7.27884835141199,6.64605147638628,7.71923113399433e-07,0.000857937403178227,4.94233529390042
"ENSOARG00000010231",3.45938136342231,5.79106581239762,6.58068470416679,1.15975991670285e-06,0.00100309462188913,4.86239143292492
"ENSOARG00000003081",-1.81177877956676,4.10286790987346,-6.85000126950777,1.29738477430908e-06,0.00100309462188913,-4.84015411503726
"ENSOARG00000020160",0.93103301690945,10.723494058602,6.33087336584569,1.38444589146233e-06,0.00100309462188913,4.82723087670849
"ENSOARG00000013421",1.61226435218279,8.92739153104711,7.21583269663127,1.43960446672735e-06,0.00100309462188913,4.81944179141915
"ENSOARG00000000888",1.69860733696531,6.58912290817948,6.40081950510914,1.54718964815804e-06,0.00100309462188913,4.8050420751797
"ENSOARG00000010283",1.60318366719165,10.0533154249169,6.34631351967859,2.25611369175517e-06,0.00133012030572201,4.72901531289139
"ENSOARG00000020191",1.1920792022357,5.63415650194786,6.01093690346983,2.39353268381853e-06,0.00133012030572201,4.71699525691502
"ENSOARG00000001535",1.24308695006423,7.74335765927803,6.5962792744998,4.32804653753045e-06,0.00224481347079913,4.59497331429107
"ENSOARG00000014636",1.39248029941202,8.26145381032488,5.91792139063066,7.92784099920576e-06,0.00381776323128121,4.46712338427815
"ENSOARG00000015169",0.931512914086945,9.68811178195819,5.62290057088734,8.61093688993992e-06,0.00381776323128121,4.44940285007067
