"","logFC","AveExpr","t","P.Value","adj.P.Val","z.std"
"ENSOARG00000009166",1.4440220284707,4.01557574060205,6.3758286320371,9.40486385954185e-07,0.00745335460868692,4.90369885642689
"ENSOARG00000007156",1.74661921571007,3.39929789721545,6.4231703790492,1.23689211483619e-05,0.0334551810978345,4.37098160976566
"ENSOARG00000010632",1.03488290434509,6.48109141457547,5.35535021424435,1.31878483439218e-05,0.0334551810978345,4.35696477239636
"ENSOARG00000020477",1.0740249584067,5.5664309417197,5.26125613718063,1.68858958222508e-05,0.0334551810978345,4.3025297905525
"ENSOARG00000007701",0.724314813430896,7.22125321413072,5.11096569122677,3.63040946044296e-05,0.0527115912124976,4.12982406385531
"ENSOARG00000006503",0.959909610626668,6.23701982501112,4.93485794136071,3.99078293091464e-05,0.0527115912124976,4.10801262571495
"ENSOARG00000013965",1.07938865167915,5.55832657322224,4.72780696512897,6.89459410747569e-05,0.0611159536000467,3.97989421557665
"ENSOARG00000011081",-0.77519983927445,9.03714550242288,-5.40835694399475,7.65946846552146e-05,0.0611159536000467,-3.95481253908518
"ENSOARG00000014988",1.32752537993334,6.0940549477902,4.62569238562846,9.02860298236519e-05,0.0611159536000467,3.91531559464193
"ENSOARG00000015077",1.75395536124085,3.48519017702313,4.59068875774238,0.000115350967675745,0.0611159536000467,3.85580170138452
"ENSOARG00000005799",1.26618668536005,4.61262539523892,4.60915467033736,0.000116006850856588,0.0611159536000467,3.85441463379558
"ENSOARG00000004763",0.946275357876975,5.48482291340689,4.52497671110535,0.00011777882615877,0.0611159536000467,3.85070390054126
"ENSOARG00000017248",-0.63121269967871,8.28265615056103,-4.65194329722507,0.000120761552333711,0.0611159536000467,-3.84457499111398
"ENSOARG00000015526",1.45262093088318,7.4620511587026,4.52374602586454,0.000121050913880789,0.0611159536000467,3.84398802741794
"ENSOARG00000013334",-0.476263838691074,8.53713448351556,-4.51364669703611,0.000121352415724129,0.0611159536000467,-3.84337784299558
"ENSOARG00000007743",-1.4363615484408,3.73699993353201,-4.50733851495623,0.000123388676037949,0.0611159536000467,-3.83929386289569
"ENSOARG00000010980",0.605920969007771,6.29090158277613,5.02811085535274,0.000149844169108434,0.0693973953057414,3.79132756241326
"ENSOARG00000008684",-0.498752685353684,9.22095556857087,-4.89516704594661,0.000159766533329436,0.0693973953057414,-3.77537592700891
"ENSOARG00000018598",-0.439468426134392,10.3568950632854,-4.51934721065277,0.000168575608299661,0.0693973953057414,-3.76197691816829
"ENSOARG00000011923",-0.526981382480542,9.20603276442379,-4.50465503355484,0.000190432077609088,0.0693973953057414,-3.73138216839166
"ENSOARG00000011129",-0.30277977850136,9.55448250322698,-4.94239045436478,0.000191954223493776,0.0693973953057414,-3.72937641480522
"ENSOARG00000015799",1.73826772270936,2.8194462558801,4.33825535269035,0.000192648920722563,0.0693973953057414,3.7284659653745
"ENSOARG00000005157",-1.28351466803879,5.2276585690385,-4.85855584427212,0.000212077724458646,0.0706965785479627,-3.70417750128129
"ENSOARG00000010132",0.755580094304806,8.21745272895848,4.29812699748529,0.000214096894025376,0.0706965785479627,3.70177446058069
"ENSOARG00000008995",0.799688425063733,6.41051825993746,4.21211943502098,0.000292233247491608,0.0926379394548396,3.62208925630315
"ENSOARG00000020620",1.27361467433479,3.19877254563991,4.48304099425841,0.000352888174968029,0.107563030254678,3.57301971982696
"ENSOARG00000008286",1.06939365604429,5.21980578478155,4.17732322313042,0.000379398381219496,0.108829625941657,3.55401444033544
"ENSOARG00000020908",1.24834693655991,4.24287227798095,4.41203648875427,0.000384508457585665,0.108829625941657,3.55049430307195
"ENSOARG00000010640",-0.559646746541903,7.57950966568129,-4.33356866831587,0.000429755475485096,0.116270467380536,-3.52110310797692
"ENSOARG00000010414",-0.517735670087519,9.75068617691964,-4.26832131339537,0.000440140570525689,0.116270467380536,-3.51476663982112
"ENSOARG00000009085",0.952118359457495,6.03491495878351,4.00924771895186,0.000456364209802788,0.116667302022164,3.50514176357067
"ENSOARG00000019650",-0.934588496289528,6.1939130314808,-4.38552399025841,0.000507161380223731,0.125601685571033,-3.47694524430913
"ENSOARG00000020023",0.432213248632319,9.72320539049069,4.1884662203096,0.000535164189767563,0.128520491027513,3.46250891261843
"ENSOARG00000016457",-1.2956187639423,4.63918853563424,-3.9360986912497,0.000552163750058612,0.128702874094544,-3.45408478692298
"ENSOARG00000010911",-0.426422761110396,8.57389592779374,-3.92116668924789,0.000574026744777651,0.129976055781797,-3.44359883397403
"ENSOARG00000017678",-0.673039458567801,5.90039704112931,-4.25562772217896,0.000633552833370042,0.132162854997879,-3.41682804300537
"ENSOARG00000017389",1.11191483856256,4.30002622316147,3.92909125895494,0.000651363865309745,0.132162854997879,3.40927247469332
"ENSOARG00000003995",1.14290365182882,4.8692178296489,3.86970655776004,0.00065610131036595,0.132162854997879,3.40729517596637
"ENSOARG00000019982",-1.26578925102141,4.28173666487837,-3.86517287042606,0.000663862290228668,0.132162854997879,-3.40408443531048
"ENSOARG00000006741",1.35011896692421,2.88942332786234,4.04267546625516,0.000673271573338373,0.132162854997879,3.40023826759813
"ENSOARG00000004691",1.54793585117089,3.59443638020361,3.85379177347609,0.000683744738790291,0.132162854997879,3.39601555463388
"ENSOARG00000018345",1.46844606413689,4.34107368598814,3.83148795824776,0.000724420336407262,0.134685424661266,3.38016610965791
"ENSOARG00000005628",-0.332725481981666,9.80357664451062,-3.82810958443313,0.000730785269455451,0.134685424661266,-3.37776114580106
