"dpi","ID","Fosforo","Ferro","Calcemia","Magnesio","Albumina","Proteine.Totali","Glucosio","Azotemia.BUN.","Fosfatasi.Alcalina.ALP.","Creatina.Chinasi..CK.","LDH","GPT.ALT.","Gamma.GT","GOT.AST.","Trigliceridi","Colesterolo","Conteggio.Globuli.Bianchi..WBC.","Conteggio.Globuli.Rossi..RBC.","Emoglobina..HGB.","Ematocrito..HCT.","Volume.Globulare.Medio..MCV.","Conteggio.Piastrine..PLT.","Volume.Medio.Piastrine..MPV.","Neutrofili","Linfociti","Monociti","Eosinofili","Basofili","Bilirubina.totale","Amilasi","Acido.Urico","IFN_y","IL.1alpha","IL.1_beta","IL.4","IL.6","IL.10","IL.17_A","MIP.1_alpha","IL.36_AK","IP.10","MCP.1","MIP.1beta","TNF.alpha","VEGF.A","rectal..temperature","number.of.follicles.mean.per.prescapular.ln","percentpositivenucleiFOXP3cortexnofollicles","percentpositivenucleiFOXP3wholefollicle","percentpositivenucleiFOXP3wholelymphnode","percentpositivenucleiFOXP3medulla","percentpositivenucleiFOXP3folliclecentres","average_Linear_regression_fit_based_on_Blank_corrected_in_ng_ml_450","milk_BTV_ELISA","CD3_lymph_node","Pax.5_lymph_node","CD3_Follicles","Pax.5_Follicles","seg10BTVPCRcopiesper1ml_new","tongue_pos_cells","lung_pos_cells","infected_skin_superficial_dermis_pos_cells","infected_skin_deep_dermis_pos_cells","non.infected_skin_superficial_dermis_pos_cells","non.infected_skin_deep_dermis_pos_cells","spleen_pos_cells","lymph_nodes_cortex_pos_cells"
"-1","SMC-56","7.6","176","10.2","2.45","3.6","7.3","30","17","73","153","861","14","63","97","15","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMC-55","8.2","211","11.3","3.85","4.3","8.6","43","36","116","203","1410","25","91.2","189","25","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMC-54","4.9","200","9.7","3.07","3.7","7.3","46","25","86","142","920","19","76.4","114","13","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMC-53","10.4","188","12.9","2.44","3.6","9.5","53","23","197","172","1161","26","84.6","180","21","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMC-52","7.5","172","9","2.59","3.6","7.9","46","19","74","146","979","20","59.4","113","19","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMC-51","7.5","208","11.3","2","3.8","7.1","65","17","137","116","898","19","55","87","19","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMC-50","9.1","159","9.8","2.61","3.4","6.7","35","20","73","108","882","15","61.8","99","18","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-291","8.3","133","9.6","3.01","3.7","8.5","39","32","93","148","987","20","67.4","200","15","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-290","10","230","10.3","3.08","3.9","8.4","51","22","201","82","989","17","86.5","84","29","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-289","8.1","198","12.9","3.04","4.4","8.6","62","20","157","72","925","15","105.2","97","23","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-288","6.7","213","12.9","3.88","4.2","8.8","59","28","192","139","1609","17","92.9","156","30","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-287","9.8","242","12.5","4.25","4.5","9.4","46","31","231","102","897","19","102.1","122","20","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-286","8.9","244","14.4","4.61","5","10.2","39","34","212","146","1416","26","117.4","144","22","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI13-285","6.6","230","11.8","3.05","3.9","7.9","35","25","138","107","1122","18","77","154","23","138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-136","6.4","143","9.6","2.36","3.3","6.7","38","21","97","92","718","12","72.1","67","19","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-135","7.9","164","10","2.43","3.4","7.6","36","21","163","175","889","19","54.4","88","21","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-134","6.5","177","9.3","2.75","3.3","6.7","39","12","35","54","714","10","67.4","57","26","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-133","5.7","159","10.4","2.76","3.9","7.2","54","25","72","66","764","13","71","91","19","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-132","9","228","9.8","3.72","3.9","8","58","21","48","116","970","15","92.5","144","21","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-131","5.2","179","10.6","2.93","4.1","9.8","29","22","94","109","929","22","75.5","108","16","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-130","10.3","158","8.3","4.15","3.6","6.8","42","26","44","88","844","17","71","78","16","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-129","8.1","235","10.5","2.31","4.1","8.9","35","18","60","224","864","23","64.2","112","20","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-128","6.7","192","10.8","2.4","3.9","7.8","34","24","45","112","934","17","59.6","89","12","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI6-127","6.2","203","10.5","3.1","3.6","7.6","38","23","39","115","909","13","101.6","97","12","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-294","8.8","134","10.1","2.33","3.8","8.7","55","23","100","131","916","23","75.8","132","25","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-293","8.9","108","7.8","2.81","3.2","6.8","36","23","87","141","965","13","67.4","110","28","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-292","10.4","157","14.1","2.95","4.8","10.3","59","29","226","181","1227","19","83.9","158","42","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-298","6.8","120","9.2","1.94","3.2","7.3","29","22","69","135","854","16","47.7","116","10","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-297","6.9","173","10.4","2.52","3.6","7.4","40","25","47","137","762","17","80.7","111","19","104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-296","6.4","136","10.1","2.25","3.7","8.1","84","24","43","1110","1115","23","59.3","155","9","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-1","SMI8-295","9.1","127","10.3","2.4","3.5","7.9","35","23","144","198","965","11","65.4","86","17","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-56","7.2","193","11.8","2.71","3.9","7.9","39","19","88","130","937","14","68.1","101","17","137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.56","8.49","0","201.24","24.71","70.29","0","379.77","37.13","770.8","117.35","41.15","858.87","198.17","38.8",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-55","9.5","190","10.6","3.01","3.8","7.4","46","28","120","152","1176","19","79.8","147","27","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.01","16.92","0","173.06","106.49","81.82","0","443.69","78.39","600.33","193.34","55.84","2111.08","145.45","39.7",NA,NA,NA,NA,NA,NA,"0.4075","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-54","6.9","211","9.5","3.37","3.8","7.4","72","27","118","187","933","20","78.5","132","29","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.74","9.88","0","215.63","68.31","81.27","0","442.72","45.61","838.53","127.81","0","890.71","135.78","39.2",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-53","8.1","199","10.4","2.12","2.8","7.7","29","19","151","101","987","20","72.7","142","11","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.56","9.77","0","96.53","271.31","92.17","6.07","451.37","56.66","4601.89","154.68","0","980.48","130.24","39.4",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-52","7.3","207","10.8","2.49","3.8","8.5","35","19","87","144","997","24","65.3","118","13","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.01","13.1","0","118.31","90.76","88.36","5.56","504.61","75.23","787.32","191.63","0","1278.31","246.58","38.8",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-51","5.7","205","8.8","1.99","3.3","6","44","15","124","84","739","15","50.8","73","14","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.56","17.49","0","93.35","23.28","115.43","0","521.96","64.56","408.38","215.11","0","1764.71","136.08","39",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMC-50","7.4","154","8.5","2.1","3","5.7","42","17","73","113","878","14","52.7","82","18","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.26","12.01","0","240.11","18.95","90.54","3.9","403.12","91.76","467.25","176.67","0","1215.9","177.32","38.6",NA,NA,NA,NA,NA,NA,"1.1825","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-291","11.2","151","10.8","3.7","4.2","9.7","39","40","108","163","1218","25","78.2","213","18","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.65","7.89","0","328.3","57.64","59.19","0","320.62","38.02","511.2","101.06","0","735.94","130.95","38.9",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-290","5.5","192","8.7","2.61","3.2","6.8","39","18","137","78","888","14","72.2","71","21","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.26","20.23","0","217.38","49.56","56.39","0","307.68","43.78","491.34","98.96","0","600.14","177.99","39",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-289","5.5","227","11.6","3","4.1","8.1","49","22","162","169","942","15","98.5","99","28","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.48","48.7","0","114.2","65.65","258.31","0","742.37","102.63","1865.98","366.82","0","6331.94","191.25","39",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-288","10","256","13.6","4.64","4.4","9.2","69","32","167","85","1798","20","98.6","157","31","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.29","40.22","98.83","549.01","73.62","316.93","32.47","851.32","98.27","5284.17","781.18","94.07","4894.27","605.15","38.4",NA,NA,NA,NA,NA,NA,"1.5595","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-287","8.8","187","9.7","3.47","3.6","7.4","45","27","183","92","806","16","77.1","100","23","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.46","5.29","0","228.53","88.13","46.18","0","304.31","41.42","327.77","117.35","0","1278.31","198.17","39.1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-286","6.6","155","10.1","2.7","3.6","6.9","38","22","148","113","993","19","81","95","13","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.74","29.13","0","114.2","89.45","241.22","0","654.83","105.53","820.46","350.39","0","3150.71","526.83","38.8",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI13-285","7","256","13.2","3.48","4.3","8.9","43","24","168","122","1202","19","87.8","168","25","153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5","39.87","58.16","201.24","94.7","239.02","24.14","828.21","113.22","564.01","555.91","48.72","4033.08","409.71","38.7",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-136","6.3","163","10.8","2.66","3.6","7.6","41","24","97","92","800","14","82","80","15","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.64","9.25","0","153.78","60.32","46.75","0","394.03","52.33","730.4","123.92","0","1257.52","286.8","39.6",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-135","6.7","161","9.9","2.34","3.4","7.6","36","24","134","161","842","20","49.5","84","13","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.96","25.36","0","283.72","89.45","139.14","0","500.55","80.88","911.39","291.42","0","2724.87","424.14","39.2",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-134","5.1","186","9.3","2.58","3.4","6.9","31","11","24","47","761","11","61.8","58","9","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","43.49","0","204","44.14","235.18","0","736.1","102.95","1068.4","417.13","11.25","4656.16","188.78","39.2",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-133","5.4","162","10.4","2.71","3.8","7.4","32","21","70","65","778","13","72","90","15","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.56","9.65","0","149.26","116.93","71.12","0","404.24","73.69","296.17","98.96","0","627.53","122.01","39.5",NA,NA,NA,NA,NA,NA,"1.053","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-132","7.5","234","9.5","3.77","3.9","7.9","49","21","43","106","931","16","93.2","150","18","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.04","11.95","0","328.3","102.56","65.87","7.97","383.41","51.03","453.51","204.59","15.79","985.74","126.19","39.3",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-131","6","155","10.1","2.86","3.8","8.6","24","21","106","103","836","21","69.5","97","16","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.18","6.27","34.15","225.99","162.42","49.89","9.72","312.63","59.09","393.93","114.69","0","511.55","206.93","39.2",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-130","10.3","135","7.9","3.71","3.4","6.6","31","24","46","83","809","16","70.7","75","18","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.34","66.94","173.05","209.42","223.32","334.76","5.56","1038.1","123.15","859.85","539.23","17.74","6706.01","304.7","39.3",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-129","6.2","218","10.6","1.97","3.8","8.2","25","12","62","181","937","20","65.9","101","13","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.72","20.02","0","0","57.64","116.24","5.03","612.41","69.93","359.14","286.85","20.42","1997.25","227.27","39.1",NA,NA,NA,NA,NA,NA,"0.602","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-128","5.8","158","10.2","2.5","3.7","7.6","27","23","42","97","878","16","58","90","13","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.15","13.26","0","115.58","52.26","57.51","0","445.63","122.35","551.97","181.89","0","1200.28","203.92","38.8",NA,NA,NA,NA,NA,NA,"0.602","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI6-127","7.1","190","10.9","3.28","3.8","8","31","23","48","128","1201","14","107.8","106","18","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5","20.02","0","148.11","144.25","131.33","0","607.45","67.37","478.62","201.79","0","2054.15","214.98","39.4",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-294","7.3","151","11.7","2.74","4.2","10.5","51","27","80","159","1068","27","85","156","18","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.36","7.65","76.01","209.42","88.13","45.61","0","273.09","83.46","666.77","101.75","0","632.99","287.98","38.9",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-293","12.6","146","10","3.31","4","8.8","38","29","81","191","1085","17","87.5","130","22","141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","312.83","0","308.96","53.61","2065.33","0","6800","548.18","2486.62","3298.2","71.32","46185.73","569.84","38.8",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-292","8.8","171","13.2","3.06","4.7","10.2","59","31","164","201","1251","19","81","146","26","141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","20.12","0","130.06","49.56","112.2","0","566.26","75.44","310.58","182.47","55.07","1573.54","100.79","39.6",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-298","7.4","123","10.1","2.15","3.5","7.9","32","23","130","139","968","16","55.1","118","21","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.66","15.18","0","212.99","21.85","176.37","8.42","453.26","63.2","3259.49","254.82","17.74","1816.36","278.1","38.8",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-297","8.5","176","10.6","2.54","3.6","7.4","43","23","38","133","983","16","80.2","106","16","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.92","18.48","0","238.48","0","186.93","5.82","537.79","55.38","1411.93","286.34","30.89","2328.83","191.82","38.8",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-296","7.6","141","11.5","2.47","4","8.9","41","23","60","277","1274","29","66.2","180","21","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.74","27.12","0","280.08","103.87","170.42","3.27","663.77","96.28","459.25","393.08","28.13","2892.59","258.04","38.1",NA,NA,NA,NA,NA,NA,"3.226","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"0","SMI8-295","8.6","127","9.7","2.37","3.4","7.6","22","21","128","170","955","11","62.8","82","12","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","23.94","0","156.01","0","232.16","0","743.32","73.25","1660.62","196.17","0","1330.22","175.11","39.3",NA,NA,NA,NA,NA,NA,"3.226","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
