"","logFC","logCPM","F","PValue","FDR","all_gene_names$gene_name[match(rownames(TT$table), all_gene_names$sheep_ID)]"
"ENSOARG00000007045",1.45574036769285,5.9543905346879,120.737122128968,4.32946782048435e-13,3.25359506709399e-10,"TAF4B"
"ENSOARG00000001757",1.73030645079691,5.82885214958315,120.475726297225,4.4632578025887e-13,3.26348585381715e-10,"FOXS1"
"ENSOARG00000008597",1.63625945004808,5.08772995681187,119.638826039987,4.92175516485539e-13,3.42387662870006e-10,"SGMS2"
"ENSOARG00000016207",6.47052973905425,1.76502488197136,119.614630266086,4.93572811855186e-13,3.42387662870006e-10,"GPR84"
"ENSOARG00000016922",1.27673378964238,7.96923745744808,118.182314850768,5.8422742759394e-13,3.95142220653161e-10,"CASP8"
"ENSOARG00000017741",1.15714245721893,8.04939626763423,115.692479739679,7.86193254020447e-13,5.18772494982175e-10,"RBBP6"
"ENSOARG00000009627",4.47471995076614,4.4453757237118,115.247940408773,8.29423312424872e-13,5.33075359234301e-10,"CCL2"
"ENSOARG00000014496",3.01097280016374,6.85776006968039,115.071435561064,8.47277313782619e-13,5.33075359234301e-10,"CXCL8"
"ENSOARG00000015781",3.65429116323865,4.49923097475705,114.225329910197,9.38676132388133e-13,5.77157820127922e-10,"ICAM4"
"ENSOARG00000002035",1.65714938928501,10.2364955089849,113.986905173544,9.66269703111267e-13,5.80921345510494e-10,"WARS"
"ENSOARG00000012258",4.12960818536999,3.4634565109229,112.074509974678,1.22112187974158e-12,7.18178942054971e-10,"HSD17B14"
"ENSOARG00000006322",4.12979597205715,4.71507293996537,110.140849159056,1.5520518526967e-12,8.93387464316095e-10,"LIF"
"ENSOARG00000002744",1.61163372325559,3.58287805648188,109.968146467781,1.5858991874269e-12,8.93852429513484e-10,NA
"ENSOARG00000018834",1.5986743298104,5.05483272289513,109.185899372626,1.74925898733533e-12,9.65805155987144e-10,"NLRC5"
"ENSOARG00000015072",1.92637182844068,6.73742617705489,106.352043624578,2.50649612783167e-12,1.35072790273515e-09,"GBP1"
"ENSOARG00000010098",1.08386049501548,6.99048479337469,106.229251990217,2.54628236266329e-12,1.35072790273515e-09,"CDC40"
"ENSOARG00000020472",1.01370909523652,6.41171683411111,105.942799146172,2.6417107397819e-12,1.37440081450114e-09,"CLDN1"
"ENSOARG00000005557",1.11850168384045,8.49885717121777,105.524544243789,2.78788352812832e-12,1.4230830371695e-09,"PLSCR1"
"ENSOARG00000020961",1.82309366784802,5.89851725825159,104.169175853128,3.32315886416416e-12,1.65189537659785e-09,"MARCKSL1"
"ENSOARG00000006142",1.51315541795496,10.0783356030877,104.088518417814,3.3582555523354e-12,1.65189537659785e-09,"IFIH1"
"ENSOARG00000002839",1.78509772479624,2.95171886525113,103.867628126839,3.45638954468428e-12,1.66980647753372e-09,NA
"ENSOARG00000009417",2.48418322041564,3.10876916976923,103.159566588961,3.79188261641813e-12,1.79974723341361e-09,"COL10A1"
"ENSOARG00000015177",1.57042594509942,11.2245096076043,102.140780161552,4.33617536223652e-12,2.02260152155081e-09,"IFIT1"
"ENSOARG00000005737",4.09095143371656,3.09664702238886,101.746597953729,4.56837591753125e-12,2.09479393343882e-09,"RASSF5"
"ENSOARG00000013509",2.70738272329089,8.45528010698077,101.392221583678,4.78834059994902e-12,2.14392358315082e-09,"CD274"
"ENSOARG00000016617",1.34832062857585,9.23165726825665,101.320799176714,4.83401118400977e-12,2.14392358315082e-09,"TRANK1"
"ENSOARG00000000530",1.45651186265407,8.7257871922031,99.6191141893134,6.0698468519529e-12,2.64860704407635e-09,"HERC5"
"ENSOARG00000008526",1.4047451946168,6.12698223229703,95.7425745379745,1.03079703037645e-11,4.42653696187373e-09,"PIK3AP1"
"ENSOARG00000016840",1.81292414930233,3.58290798612958,94.2854813440681,1.26298043900696e-11,5.33885512451474e-09,"PRRG4"
"ENSOARG00000009537",2.11868970878748,5.18266778120137,89.5304883986889,2.49117788978181e-11,1.03686656354088e-08,"DUSP5"
"ENSOARG00000006356",1.42755593117388,8.24080566707613,89.4167502374883,2.53278876521568e-11,1.03821314021432e-08,"BIRC3"
"ENSOARG00000001815",1.61367872041217,7.55074327254824,88.9674361805543,2.7044811649638e-11,1.09204527517807e-08,"IRF4"
"ENSOARG00000025856",3.19939235830724,2.1678334030972,87.4198740555664,3.39620510599362e-11,1.35119019025811e-08,NA
"ENSOARG00000010139",1.97561324420317,3.07578519850354,86.2113111355859,4.06550567122212e-11,1.59403174535135e-08,"WASF1"
"ENSOARG00000019372",1.50528531294402,4.7379788304036,85.7483675103177,4.35759007921381e-11,1.68414631432929e-08,"VDR"
"ENSOARG00000016584",1.44992753652956,4.8014387229381,84.2664608835117,5.45112562812654e-11,2.07710919356811e-08,"FAM171B"
"ENSOARG00000015505",2.47805512504901,3.20763524056945,83.31703549401,6.30123651230017e-11,2.36768961949679e-08,"KLF5"
"ENSOARG00000020840",7.88783250344023,1.02802378157982,91.0861491139063,6.49940097572124e-11,2.40869580818031e-08,""
"ENSOARG00000007591",1.20655420567078,6.84173522637727,81.9378359044553,7.7941038383531e-11,2.84948223301087e-08,"NLRP3"
"ENSOARG00000015236",1.15612577243084,5.30161714822269,81.7317741011829,8.04741486723075e-11,2.90286349090748e-08,"MAFF"
"ENSOARG00000008960",2.0367683150419,2.64764004225352,80.7010456348097,9.45165296315474e-11,3.36453972717353e-08,"LRFN5"
"ENSOARG00000012344",1.87567460477631,9.14873663266178,80.2494800262298,1.0146287976733e-10,3.56490486912381e-08,"PPP1R15A"
"ENSOARG00000016852",1.04423302964985,6.66486788068448,80.0244715081533,1.05123400898562e-10,3.64616472808935e-08,"CFLAR"
"ENSOARG00000005562",1.14118203704267,7.70733446565888,79.7433579972156,1.09893550231305e-10,3.76336722526294e-08,"PCF11"
"ENSOARG00000020788",1.17231054372897,4.42300401638608,79.2113133023655,1.19558059046007e-10,4.04315466178835e-08,"RAB8B"
"ENSOARG00000020215",1.42560568808287,3.29399302098094,78.9177969150141,1.25270075347033e-10,4.18402051659092e-08,NA
"ENSOARG00000015954",0.991754261272096,8.10782611194159,78.6777260047123,1.30156025709406e-10,4.28502075463883e-08,"SPATS2L"
"ENSOARG00000013480",1.23478225046309,6.1228778373663,78.6151767110545,1.31461788510026e-10,4.28502075463883e-08,"JAK2"
"ENSOARG00000012718",1.12872863443967,7.96417093292778,78.4792116176922,1.3434808748818e-10,4.32696804631575e-08,"NFKB1"
"ENSOARG00000015153",1.93126785709,3.90071314109069,77.8701045388658,1.4812401305853e-10,4.71452594033585e-08,"GBP4"
"ENSOARG00000009194",1.23899972227239,6.41117770626071,77.3270970579051,1.6166401653545e-10,5.08564918994195e-08,"ATP10A"
"ENSOARG00000000355",2.36950517197129,2.24118966051911,77.0853827766506,1.68105817881734e-10,5.21530991751449e-08,"AGER"
"ENSOARG00000015297",1.54094187208177,7.92541549483268,77.0292139457759,1.69641189007642e-10,5.21530991751449e-08,"GBP5"
"ENSOARG00000009868",0.96574246534989,5.37723662276348,76.8821068000814,1.73732916635669e-10,5.28109025467573e-08,"MICA"
"ENSOARG00000000675",2.43318538843617,4.12935167560815,76.7933967741363,1.76250588230223e-10,5.29809268220049e-08,"ARFGEF3"
"ENSOARG00000011043",1.25415920712182,8.88260872150943,76.4515197143035,1.86319409524764e-10,5.53921462119008e-08,"ZC3HAV1"
"ENSOARG00000021005",3.35931696255243,1.69304902034333,76.1197331831387,1.96673025643618e-10,5.78346960408962e-08,""
"ENSOARG00000003352",1.59984600064831,6.31820439307407,74.8385277245021,2.42720618433058e-10,7.06082108719135e-08,NA
"ENSOARG00000014901",3.3815086846505,2.27978317734572,74.5084803071836,2.56339687577362e-10,7.37767436991271e-08,"MYB"
"ENSOARG00000015050",2.49121498368846,1.70576264358938,74.2576416910422,2.67228738540797e-10,7.61011188682392e-08,"MAP3K8"
"ENSOARG00000008349",2.48613553867743,1.52854109246126,73.5302127204747,3.0165825033847e-10,8.42286665053394e-08,"TACSTD2"
"ENSOARG00000016668",3.15646856822882,1.67200221976739,73.4188007337666,3.07331872227906e-10,8.42286665053394e-08,"CXCL11"
"ENSOARG00000012296",1.24276025024678,7.91283504341475,73.4162734106102,3.07461874404771e-10,8.42286665053394e-08,"PLEKHA4"
"ENSOARG00000011167",1.37761524504474,6.76591701884033,73.4015186402409,3.08221999853205e-10,8.42286665053394e-08,"CMTR2"
"ENSOARG00000017521",2.19337043950558,6.78254597693516,73.0088271537159,3.29198786284896e-10,8.82828557556701e-08,"HBEGF"
"ENSOARG00000014925",2.36576966972504,2.23923938669382,73.0018632247886,3.29584107020133e-10,8.82828557556701e-08,"MC1R"
"ENSOARG00000004489",1.63972347865884,4.59456043195437,72.5879481920941,3.53363573726783e-10,9.30845016351783e-08,"EGR2"
"ENSOARG00000014087",4.07700846040825,3.37549374380981,72.5707269884082,3.5439135316121e-10,9.30845016351783e-08,"SCN4A"
"ENSOARG00000007573",1.0436025195542,8.44462990915676,71.2698615518752,4.41931963596833e-10,1.1496180137643e-07,"TAP2"
"ENSOARG00000009241",3.51429347099066,3.28449097941651,70.7975530474681,4.79133728414009e-10,1.23452227509644e-07,"CCL8"
"ENSOARG00000021022",1.1288900145789,6.88572838242961,70.5597167774951,4.99105332779597e-10,1.26246130964471e-07,"SNX27"
"ENSOARG00000010089",1.3887421278119,4.03082235034048,70.5573303615253,4.99310120987594e-10,1.26246130964471e-07,"PIP4P2"
"ENSOARG00000001142",0.822361296715765,7.58534802896579,70.3827540641284,5.14534460941393e-10,1.27925625706417e-07,"ITPKB"
"ENSOARG00000015467",1.24683152354609,4.74205406674735,70.3728844310824,5.15409669623694e-10,1.27925625706417e-07,"DRAM1"
"ENSOARG00000020495",0.978016563873031,7.54087565486161,70.2366811610028,5.27649544927663e-10,1.29773007167936e-07,"RTP4"
"ENSOARG00000009544",1.1041332929014,7.38020073939464,69.6282740158717,5.86191652296932e-10,1.42872332984155e-07,"B4GALT1"
"ENSOARG00000020996",1.35186660033393,7.28562779619525,69.4115525836737,6.08668819415476e-10,1.4702612714702e-07,"ATP8B4"
"ENSOARG00000025785",1.15219285641334,4.27806096004857,69.274251351412,6.23378270189107e-10,1.4924668780262e-07,NA
"ENSOARG00000002737",1.77199661430713,2.13854511303631,68.9203552382812,6.63049004599617e-10,1.57351997986298e-07,NA
"ENSOARG00000015786",2.38951794193462,5.39223616112852,68.2317527964374,7.48075137536191e-10,1.75986302355688e-07,"ICAM5"
"ENSOARG00000019272",1.12642736745053,8.34369292959022,68.0898511485746,7.66985360140890e-10,1.78879499424583e-07,"USP18"
"ENSOARG00000000616",4.69931319049591,1.30065830481768,67.2261688442159,8.93515343302834e-10,2.06608240151409e-07,"ADGRG3"
"ENSOARG00000012673",1.44858236651496,5.38444563105919,67.1741041703173,9.01815417797516e-10,2.06760290788932e-07,"RCAN1"
"ENSOARG00000015414",1.3205456176912,4.90093910526146,65.8012053645249,1.15280991447669e-09,2.62085037195399e-07,NA
"ENSOARG00000015270",0.996994738655394,6.1949314911528,65.6860183095242,1.17698618837648e-09,2.65351536169476e-07,"TRIM56"
"ENSOARG00000007502",1.57675638234658,8.55971669858678,65.2208955166463,1.28019002337062e-09,2.8623356109313e-07,"NFKBIA"
"ENSOARG00000005315",2.72444376555519,3.33245868522411,65.0274142830129,1.32589549330834e-09,2.94022759639047e-07,NA
"ENSOARG00000025786",1.1843817924332,3.52939956998574,64.9109086631991,1.35424543101005e-09,2.97867934069479e-07,NA
"ENSOARG00000004074",-1.20110144297602,3.06972252495638,64.7567078973527,1.39275550027935e-09,3.03867800843206e-07,"RIN1"
"ENSOARG00000009154",0.952199632711234,6.98440598479388,64.6192901318166,1.42804869020165e-09,3.09075434117724e-07,"STAT2"
"ENSOARG00000021012",1.67651142763274,9.35884401397573,64.4908920635535,1.4618791525205e-09,3.13886338034045e-07,"OLR1"
"ENSOARG00000010493",1.98290074583454,7.7307272698104,64.3135403468889,1.51000574370696e-09,3.21666892836599e-07,"ATF3"
"ENSOARG00000020153",0.922731540806095,7.5815415972699,64.2404592332882,1.53032121458114e-09,3.2344773546311e-07,"DTX3L"
"ENSOARG00000017662",1.16180843331101,3.48000398509856,63.9285324976076,1.62033183710378e-09,3.39817500162834e-07,NA
"ENSOARG00000011085",1.4014849004951,4.53093861018034,63.635220565127,1.71007918564379e-09,3.55880632987746e-07,"CCDC120"
"ENSOARG00000001535",1.14476992310646,7.50986125322782,63.4156989112885,1.78067444879743e-09,3.67743256013479e-07,"GBP4"
"ENSOARG00000015432",1.95959866599447,4.9441152347519,63.3474041643736,1.80325945665445e-09,3.69586222275223e-07,"GBP6"
"ENSOARG00000016611",2.23679677200454,4.86015926370897,62.8143281077432,1.99028622407431e-09,4.04851154181252e-07,"CXCL10"
"ENSOARG00000001138",1.21734251205275,9.26792803888065,62.6617901427138,2.04749291362167e-09,4.13379651381498e-07,"HERC6"
"ENSOARG00000018978",1.05490316652643,4.43414801423501,62.5856629503769,2.07668995969796e-09,4.1616866792347e-07,"RNASEL"
"ENSOARG00000008183",1.485938417928,5.70810102416911,62.1049438496778,2.27150902871923e-09,4.51863273992427e-07,"TRIB1"
"ENSOARG00000017581",1.34807453543089,6.76150474293426,61.937302100243,2.34390944155959e-09,4.62862233809876e-07,"KDM6B"
"ENSOARG00000005757",0.871732510958172,5.52909212884764,61.7991411615724,2.40540832318966e-09,4.71564614315746e-07,"SRF"
"ENSOARG00000000175",1.67261555965148,3.46944301553709,60.9425790259147,2.82674927750398e-09,5.50178956500667e-07,"SOCS3"
"ENSOARG00000013309",1.07857108952731,3.21862421194113,60.8911514724644,2.85440805529709e-09,5.50196786859958e-07,"IFNAR2"
"ENSOARG00000016003",5.7897360685828,0.186668114615368,60.8636133265341,2.8693359392968e-09,5.50196786859958e-07,"ACOD1"
"ENSOARG00000007738",1.3310022718004,8.10571372043444,60.8296655785854,2.88785184202388e-09,5.50196786859958e-07,"TAP1"
"ENSOARG00000001588",1.25479550930213,5.04330344466977,60.5716625198238,3.03276198233185e-09,5.73764634055986e-07,"GBP2"
"ENSOARG00000014137",0.856026023547176,7.64645592394775,60.4362749886166,3.11185642428922e-09,5.84640025713337e-07,"MAT2B"
"ENSOARG00000015226",1.28963777429138,3.69369837425982,60.081342821961,3.32972610311845e-09,6.21257999957011e-07,NA
"ENSOARG00000007233",1.46131445640456,9.77562615357094,60.0304100382186,3.36228807033096e-09,6.23036585306397e-07,"ISG15"
"ENSOARG00000005120",1.00069535515957,4.80599500725596,59.895530593751,3.45015255681052e-09,6.34968893006475e-07,"SLC25A16"
"ENSOARG00000000527",1.98297770318482,0.997002383943698,59.6996424864418,3.58210140621007e-09,6.54798455700048e-07,NA
"ENSOARG00000015044",1.4439376933025,3.85677272807759,59.5196643875448,3.70803362744434e-09,6.7326940776429e-07,"TLR2"
"ENSOARG00000012500",0.86983640619112,9.88316965037627,59.4779133642852,3.73790972171825e-09,6.74169397409103e-07,"ZNFX1"
"ENSOARG00000013620",0.843171974233971,7.60819493628362,58.8489656038653,4.22006416905248e-09,7.56090172381098e-07,"ADGRL2"
"ENSOARG00000006528",2.14558463444257,2.12613267779085,58.2339763031994,4.75539085989128e-09,8.46397002128281e-07,"LAG3"
"ENSOARG00000018691",1.48842369060705,2.58987660172607,57.9055236578475,5.0702485393104e-09,8.9653924171571e-07,NA
"ENSOARG00000020888",1.07748829004844,3.63105261161229,57.8589885068656,5.11660741107757e-09,8.98861668177224e-07,"BCL2L14"
"ENSOARG00000017814",1.3234255506839,3.92041573126102,57.6511910891975,5.32914531563081e-09,9.30159337865006e-07,"ARL5B"
"ENSOARG00000017487",1.93269904153389,2.12532341196649,57.0137331050751,6.04131710825048e-09,1.04770380158082e-06,"PNMA1"
"ENSOARG00000004997",3.12690838985956,1.43424561445729,56.7912701132459,6.3129469950392e-09,1.08255375700628e-06,"AVIL"
"ENSOARG00000016760",0.952235817896453,7.80381575471372,56.7837914036125,6.32229960844946e-09,1.08255375700628e-06,"BTG1"
"ENSOARG00000016510",1.81986618038743,7.16046179644271,56.7338278344347,6.38515880066437e-09,1.08644079366776e-06,NA
"ENSOARG00000018738",1.30612859018665,5.8873438757608,56.6125788510326,6.54046148404066e-09,1.10591028118273e-06,"BMP2"
"ENSOARG00000007878",0.895030513724103,5.78439645627277,56.5096391416905,6.67544249359109e-09,1.12172311317772e-06,"NCOA7"
"ENSOARG00000014800",1.32852380183838,9.31161797458413,56.4391544756232,6.76956050570839e-09,1.1305166044533e-06,"IFIT3"
"ENSOARG00000000896",1.06459972085114,7.30309924092171,56.388023099917,6.83871226646453e-09,1.1350584150732e-06,NA
"ENSOARG00000006287",4.52207105697169,1.41718930324588,56.2521241728943,7.02615632658498e-09,1.15905873938677e-06,"BSPRY"
"ENSOARG00000018682",2.214874179682,0.988665979276232,55.9360874166547,7.4833519482705e-09,1.22699759762733e-06,""
"ENSOARG00000004577",-0.757073165440705,6.44814052662194,55.8283295915974,7.64633434827925e-09,1.24616824974908e-06,"INPPL1"
"ENSOARG00000017527",1.87863554550567,3.03986597645872,55.1594957831006,8.74548207963615e-09,1.41676809690106e-06,"ADHFE1"
"ENSOARG00000014979",0.967637221211114,5.92660542824537,55.0274861272462,8.981489330341e-09,1.44634054966098e-06,"GTF2B"
"ENSOARG00000018163",1.18712012212424,6.15218329277207,54.6719911347991,9.65109980205588e-09,1.54497546772083e-06,"RGMB"
"ENSOARG00000020630",0.887713284438255,7.19597711510549,54.641360786608,9.7112110495297e-09,1.54545355137633e-06,"SP110"
"ENSOARG00000007011",0.814042652147724,7.09750891715448,54.4875602766254,1.00190734062956e-08,1.57845997656046e-06,"TRIM25"
"ENSOARG00000007592",2.97212746026643,6.39096855803687,54.4795908172952,1.00353040573815e-08,1.57845997656046e-06,"PTGS2"
"ENSOARG00000019813",0.9551996461658,4.25132187510393,54.2679823722225,1.04765794597031e-08,1.63834324105668e-06,"C1orf109"
"ENSOARG00000001833",1.13207843988535,4.11443537655165,54.197600206637,1.06278524370937e-08,1.65244781513295e-06,"PANX1"
"ENSOARG00000006010",4.66375633409301,1.67498496376392,55.6852053024929,1.11941630276399e-08,1.73055363742725e-06,NA
"ENSOARG00000005857",-0.935557704732176,4.90823135455877,53.8628695311757,1.13795229961232e-08,1.74921372236999e-06,NA
"ENSOARG00000007169",1.56277824754154,5.76105509640402,53.7569965763805,1.16287959760266e-08,1.77743190020014e-06,"KLF4"
"ENSOARG00000001505",1.15594642399068,6.95697659599761,53.6988190999246,1.17682204527719e-08,1.78011728671938e-06,"HIVEP2"
"ENSOARG00000000744",4.30057254949743,2.80915507928724,53.6818808057297,1.18091445949144e-08,1.78011728671938e-06,"LAMC2"
"ENSOARG00000015859",0.697803011823433,6.00532037231511,53.6676015375038,1.18437610560172e-08,1.78011728671938e-06,"KCTD10"
"ENSOARG00000000904",0.882161690655381,6.32122166581725,53.5282395784761,1.21872884535326e-08,1.82162929183354e-06,NA
"ENSOARG00000012028",1.06323799050948,6.11638705619501,53.2596790786744,1.28793034622288e-08,1.91448723003922e-06,NA
"ENSOARG00000012768",1.04692524354632,6.30236305688678,53.123421235757,1.32461581321369e-08,1.95825990222312e-06,"IL15RA"
"ENSOARG00000008610",0.986645788128864,4.42043226717867,53.0133913783951,1.35504453578319e-08,1.99235732994991e-06,""
"ENSOARG00000011235",1.46373716616838,5.85853829700014,52.7688085058945,1.42535833512175e-08,2.08441321072345e-06,"SIK1"
"ENSOARG00000011986",-1.94408587712797,3.48740439618998,52.4871233249589,1.51113901416266e-08,2.1979760693095e-06,NA
"ENSOARG00000018670",1.85836565723073,2.11067158123792,52.3952817122113,1.54027203272394e-08,2.22837003065847e-06,"FGL2"
"ENSOARG00000010199",2.24918913529822,2.41244001041235,52.318250242993,1.56516435146724e-08,2.25233810449972e-06,"EGR3"
"ENSOARG00000016789",1.15167950039031,3.85790606105652,51.8791946612043,1.7153922619695e-08,2.45546149499062e-06,"NIPAL1"
"ENSOARG00000019876",-1.07590458090394,3.23294976481409,51.7435243685913,1.76483530667457e-08,2.51293970456705e-06,"ARHGAP25"
"ENSOARG00000000785",1.73013805610555,2.28731811558761,51.6994332299412,1.78122582358341e-08,2.52299913252489e-06,NA
"ENSOARG00000002952",0.773174930941766,8.5356930207958,51.6623359826472,1.79514091239344e-08,2.52946574186938e-06,"ADAR"
"ENSOARG00000014762",-0.94701274773844,4.30691717857226,51.1547885125033,1.99748768024626e-08,2.80000164255866e-06,"AFAP1L2"
"ENSOARG00000014636",0.817681368812387,9.51485837128792,50.8985698503477,2.10865604099518e-08,2.94059693469503e-06,"CMPK2"
"ENSOARG00000012705",1.8027213633694,3.03600287158862,50.7642774182979,2.16951491393667e-08,3.00682637683063e-06,"ALDH1A1"
"ENSOARG00000017093",1.43896071662627,5.80541890857298,50.7450556155741,2.17837646876175e-08,3.00682637683063e-06,"SPRY1"
"ENSOARG00000006825",3.11405757372123,1.54172408752318,50.2979917689972,2.39563589031323e-08,3.27435924583613e-06,"IQCF1"
"ENSOARG00000001264",4.39817650807418,-0.156585747621553,50.2964883085603,2.39640397233516e-08,3.27435924583613e-06,NA
"ENSOARG00000009508",1.19311757586719,5.00511570676711,50.1894457063183,2.45176335131138e-08,3.3331661158984e-06,"KIF5C"
"ENSOARG00000006790",1.98871285991037,1.43635613710799,49.96921369866,2.56995192084653e-08,3.4763739633291e-06,"SLFN11"
"ENSOARG00000007382",5.09934294374245,0.239318081457694,51.4413800761167,2.59776654498628e-08,3.49651622428153e-06,"SDS"
"ENSOARG00000013575",1.26661768057311,5.46697603698502,49.8951056964441,2.61106283268512e-08,3.49701454829025e-06,"FUZ"
"ENSOARG00000012336",0.913384247570073,4.24763546352139,49.810866449705,2.65863864670636e-08,3.54319260827556e-06,"TLE4"
"ENSOARG00000009103",0.778660367885891,7.14766165577433,49.6602758568801,2.74598274049294e-08,3.64165769908314e-06,"NMI"
"ENSOARG00000012967",0.83283244276483,6.68883780159089,49.5885338441696,2.78865456430541e-08,3.68020783330334e-06,"AKIRIN2"
"ENSOARG00000007304",1.42013450316836,3.15138418935734,49.3953706573521,2.90706458451912e-08,3.81785074124176e-06,"HES4"
"ENSOARG00000004233",0.68671915824505,7.87493499789005,49.3215750457882,2.95369297462252e-08,3.86034829639795e-06,"PML"
"ENSOARG00000000082",0.787225694650237,6.0918912427271,49.0062519806009,3.16201181473488e-08,4.11274363633833e-06,NA
"ENSOARG00000004971",1.2959917279127,5.65056533374127,48.8394423444122,3.278437669839e-08,4.2324690162398e-06,"IRAK2"
"ENSOARG00000012999",1.13435937383365,5.44100230969322,48.8297366998825,3.28534964667095e-08,4.2324690162398e-06,"ZC3H12C"
"ENSOARG00000017052",-0.771128305389682,4.01299616391914,48.6727771198049,3.39929232696194e-08,4.35850495799186e-06,"TAF6L"
"ENSOARG00000002241",1.34312326836385,6.37143863967593,48.5513614919551,3.49029178330007e-08,4.45407329742453e-06,"CSRNP1"
"ENSOARG00000001713",2.67875428279536,1.93606254217877,48.4492027643893,3.56885086045538e-08,4.53294324782909e-06,NA
"ENSOARG00000011197",0.859081181120516,6.63915033793392,48.1811322551179,3.78400406577012e-08,4.78375915866097e-06,"RIPK2"
