"","logFC","logCPM","F","PValue","FDR","all_gene_names$gene_name[match(rownames(TT$table), all_gene_names$sheep_ID)]"
"ENSOARG00000008697",7.37852172220393,7.81563267687823,321.440714545411,1.32873943707852e-19,1.7117960347963e-16,NA
"ENSOARG00000025779",4.16617371073965,3.16582535318518,319.432643645293,1.47189965450405e-19,1.77224341101833e-16,NA
"ENSOARG00000019098",3.99052353985347,6.79631808743356,318.97595855075,1.50667548064691e-19,1.77224341101833e-16,"RND1"
"ENSOARG00000015236",2.33287201030646,5.30161714822269,317.488483873226,1.62608299100035e-19,1.83300205160514e-16,"MAFF"
"ENSOARG00000002241",3.64324450742402,6.37143863967593,310.209768955239,2.37282834946287e-19,2.56777992665474e-16,"CSRNP1"
"ENSOARG00000005209",3.87781083564855,5.73437419780355,300.386206410242,4.0026217856117e-19,4.16488191492072e-16,"SDC4"
"ENSOARG00000017271",2.19747754774331,6.91114751632374,297.750788634312,4.6173813456523e-19,4.6266161083436e-16,"CSTF3"
"ENSOARG00000019372",2.88574323170219,4.7379788304036,296.4748472854,4.95010790119238e-19,4.78286496995924e-16,"VDR"
"ENSOARG00000000675",5.29673963010153,4.12935167560815,290.551248254943,6.86195108398975e-19,6.40149050435374e-16,"ARFGEF3"
"ENSOARG00000007169",3.86405512208429,5.76105509640402,287.319605841784,8.22085287336468e-19,7.04159877687347e-16,"KLF4"
"ENSOARG00000014657",3.19389926927283,5.51323399852218,287.089991945784,8.32764396455994e-19,7.04159877687347e-16,"ANKRD22"
"ENSOARG00000013102",2.17951465631175,7.67509677415421,287.087223002069,8.3289406690305e-19,7.04159877687347e-16,"ETS1"
"ENSOARG00000019349",2.93889053486717,6.7679738578425,282.350338724063,1.08924712299744e-18,8.92984595926446e-16,"CSF1"
"ENSOARG00000006001",9.59162119082985,6.09630076738576,275.202316721023,1.64556893008343e-18,1.30938887748462e-15,NA
"ENSOARG00000014916",3.58106733878742,4.41520038484069,265.765969104553,2.8793820531675e-18,2.22568005903982e-15,"CSRP2"
"ENSOARG00000009498",3.35828662567961,6.83213473406261,264.906419488258,3.03256409809034e-18,2.27897191971489e-15,"NFKBIE"
"ENSOARG00000000744",7.31258507895319,2.80915507928724,264.410211119553,3.12488866619059e-18,2.28488481013838e-15,"LAMC2"
"ENSOARG00000001505",2.66540108499322,6.95697659599761,262.32751702838,3.54599303734239e-18,2.52456041137529e-15,"HIVEP2"
"ENSOARG00000011235",3.39231198935307,5.85853829700014,260.126395706868,4.05679145668788e-18,2.81416502741625e-15,"SIK1"
"ENSOARG00000012129",2.42827765256195,6.98805320580815,259.052808342472,4.33358382227564e-18,2.93101941819613e-15,"SLC7A5"
"ENSOARG00000009545",2.69291232917455,6.39851238571621,255.166574572054,5.51430651858731e-18,3.63863533058198e-15,"RELB"
"ENSOARG00000007082",3.51771156017185,2.38390351688715,253.636052486665,6.06859330894902e-18,3.90904103286445e-15,"STAC3"
"ENSOARG00000014496",4.84857650778811,6.85776006968039,252.827484977483,6.38487974297245e-18,4.01712875735759e-15,"CXCL8"
"ENSOARG00000016852",1.88417502932376,6.66486788068448,251.520077273337,6.93364389268073e-18,4.26324549710419e-15,"CFLAR"
"ENSOARG00000013599",3.84625421047814,2.94517211460976,250.584793215162,7.35662423439846e-18,4.42280248972036e-15,"RUNX1"
"ENSOARG00000012028",2.39694296123145,6.11638705619501,249.742020563506,7.76111481672082e-18,4.56454783155576e-15,NA
"ENSOARG00000014087",6.71997014230286,3.37549374380981,248.71907511582,8.28384210091646e-18,4.76832051485519e-15,"SCN4A"
"ENSOARG00000005562",2.05365110278558,7.70733446565888,247.393843765418,9.01688900440767e-18,5.08214406510927e-15,"PCF11"
"ENSOARG00000016584",2.51766024911534,4.8014387229381,247.001813930231,9.24662809230589e-18,5.10527094712742e-15,"FAM171B"
"ENSOARG00000015656",2.1579485486783,8.79289130890981,246.089618503237,9.80543868996209e-18,5.30552676636469e-15,"ICAM1"
"ENSOARG00000009748",2.31866014346751,8.19065601478317,244.029520219425,1.12027529124346e-17,5.94273092731384e-15,"DLC1"
"ENSOARG00000020010",1.60291790330884,5.86692817260462,243.692013062716,1.14510240905663e-17,5.95761549511886e-15,"AFTPH"
"ENSOARG00000015776",2.18836415296053,5.57914143775864,241.33449515278,1.33555764922311e-17,6.81739181926073e-15,"C21orf91"
"ENSOARG00000010493",4.23540210493676,7.7307272698104,240.107465602326,1.44765744100568e-17,7.25276377943845e-15,"ATF3"
"ENSOARG00000019742",2.91963833462299,3.63807726332587,237.072899093642,1.76973014963169e-17,8.70514172147921e-15,"MXD1"
"ENSOARG00000000110",2.11077802852273,5.73628750752339,235.789193232133,1.92799436649004e-17,9.3142784983967e-15,"SMURF1"
"ENSOARG00000000269",5.89468353077929,3.27492358236801,233.26622908754,2.28418807187286e-17,1.08414779116576e-14,"RASGEF1B"
"ENSOARG00000001757",2.48571783180448,5.82885214958315,232.404453401108,2.42124793862005e-17,1.12938692640391e-14,"FOXS1"
"ENSOARG00000015781",5.62996992556384,4.49923097475705,231.452597979612,2.58277733960147e-17,1.18431284992505e-14,"ICAM4"
"ENSOARG00000014103",3.86654871830546,5.00963063646685,231.152139041885,2.63609588588973e-17,1.18861563494768e-14,"NOCT"
"ENSOARG00000020025",1.96334681777879,5.74732954563233,230.76532631031,2.70645439040662e-17,1.20033470619771e-14,"PELI1"
"ENSOARG00000003029",2.4169205818273,9.00331863588312,230.006973854747,2.85020731053269e-17,1.22900873681149e-14,"BAG3"
"ENSOARG00000003352",2.89174737535026,6.31820439307407,229.946752060215,2.86196312630752e-17,1.22900873681149e-14,NA
"ENSOARG00000012400",2.08964718199051,8.18895853447122,229.360207396223,2.9791743678916e-17,1.25935286482718e-14,"EPHA2"
"ENSOARG00000010072",2.76007003104624,5.80038721487301,228.768438518407,3.10257516587858e-17,1.2913395159643e-14,"ERRFI1"
"ENSOARG00000007579",3.62725781479798,2.11600765351654,226.840641825398,3.54339058729349e-17,1.4524680143733e-14,"MYOZ3"
"ENSOARG00000015169",2.27705037935206,10.0167108939723,225.557629822456,3.87305801723036e-17,1.56390614325597e-14,"IFIT2"
"ENSOARG00000011882",2.55852116931595,5.9073248509335,224.819234913658,4.077325860928e-17,1.62217608590509e-14,"USPL1"
"ENSOARG00000011085",2.64874369719116,4.53093861018034,224.335140543669,4.21739112167406e-17,1.65358404935899e-14,"CCDC120"
"ENSOARG00000020576",6.51344524970459,3.97179468904133,222.241672838262,4.88421222054448e-17,1.88767824878015e-14,"CCL20"
"ENSOARG00000006246",4.56237068226048,3.1827867440538,220.198171756036,5.64320678455215e-17,2.15030023027146e-14,"FAP"
"ENSOARG00000016207",6.9993496734708,1.76502488197136,218.863211608404,6.20552400138118e-17,2.33172564351898e-14,"GPR84"
"ENSOARG00000005565",1.76969265881846,7.57772233008336,218.113981264093,6.54675480186754e-17,2.42624526588664e-14,"ADSS"
"ENSOARG00000002035",2.34559639868873,10.2364955089849,217.778518395167,6.70590432377375e-17,2.4516423726402e-14,"WARS"
"ENSOARG00000020401",1.87849532684952,6.88635845416114,217.036829860332,7.07244397968945e-17,2.55117199235358e-14,"FOXJ3"
"ENSOARG00000008321",6.70638432726327,1.52159518096574,214.725582255879,8.35661265105693e-17,2.95163663077691e-14,"EVPL"
"ENSOARG00000021005",4.63582302716629,1.69304902034333,214.652826719846,8.40082873400689e-17,2.95163663077691e-14,""
"ENSOARG00000008803",1.76947790950143,5.98102369160705,213.567247948503,9.09072071162107e-17,3.14648103828832e-14,"CNOT4"
"ENSOARG00000007045",1.99407458122814,5.9543905346879,213.296852223071,9.27169440058895e-17,3.14648103828832e-14,"TAF4B"
"ENSOARG00000010964",5.18416642721842,3.11455172380243,213.248730844921,9.30429818374604e-17,3.14648103828832e-14,"ISG20"
"ENSOARG00000000742",3.50281815764948,3.28414722572537,213.018778610783,9.46177715948116e-17,3.16023357126671e-14,"DNAJA4"
"ENSOARG00000012258",5.9460695755989,3.4634565109229,211.899412428384,1.02695526404934e-16,3.38820094068182e-14,"HSD17B14"
"ENSOARG00000019699",2.1510640751815,6.61710805363025,209.255645739627,1.24803752308295e-16,4.06800086138388e-14,"STK40"
"ENSOARG00000006947",2.59554101496845,6.19996814434168,208.66017043751,1.30444668663506e-16,4.20125007859822e-14,"ITPKC"
"ENSOARG00000012967",1.72749959103212,6.68883780159089,207.345180595242,1.43876419287992e-16,4.57933252637334e-14,"AKIRIN2"
"ENSOARG00000011995",2.27841860231131,5.77888795527441,205.702805852643,1.62732840514375e-16,5.11927240380918e-14,"CTH"
"ENSOARG00000009537",3.46350253391183,5.18266778120137,204.555920572108,1.77435924263065e-16,5.51764539656663e-14,"DUSP5"
"ENSOARG00000011788",6.14788914800039,2.01598097846459,204.349938975165,1.80221894968058e-16,5.54059448462029e-14,"KCNJ14"
"ENSOARG00000003804",2.25183992260971,6.99176287140892,199.582162595603,2.59457766522858e-16,7.88693305113417e-14,"SEMA7A"
"ENSOARG00000008526",2.05776870874968,6.12698223229703,198.378158063744,2.84800407250611e-16,8.56110024195337e-14,"PIK3AP1"
"ENSOARG00000018275",4.13494808590435,2.14114528183398,197.306935299174,3.09547206543006e-16,9.20273640199393e-14,"CASS4"
"ENSOARG00000008800",3.55951395878179,7.34142794431879,196.776185561609,3.22639607408896e-16,9.48770862917422e-14,NA
"ENSOARG00000008183",2.7170816532215,5.70810102416911,194.305279603574,3.91759894700282e-16,1.13964217109908e-13,"TRIB1"
"ENSOARG00000012999",2.25019741945179,5.44100230969322,192.032797129601,4.69200491314547e-16,1.34124303036979e-13,"ZC3H12C"
"ENSOARG00000017521",3.8354383795888,6.78254597693516,191.985431804249,4.70976890238522e-16,1.34124303036979e-13,"HBEGF"
"ENSOARG00000017581",2.44259140489609,6.76150474293426,190.846817274256,5.15886744454171e-16,1.45383333171491e-13,"KDM6B"
"ENSOARG00000005732",1.90442031118718,4.98939595094547,189.60633134629,5.70001203087003e-16,1.58977448951709e-13,"DIPK2A"
"ENSOARG00000011633",4.66232378871476,1.5761074387516,189.023919440472,5.974449990868e-16,1.64931398013207e-13,"TTC23L"
"ENSOARG00000009868",1.52095292831271,5.37723662276348,187.76156666776,6.61827778417441e-16,1.80859481992984e-13,"MICA"
"ENSOARG00000019270",3.7970264047047,2.22181763518318,187.349421518375,6.84401687809709e-16,1.85158032620039e-13,""
"ENSOARG00000013213",3.36385668580063,4.37477165335556,185.511194213988,7.95441954092781e-16,2.130681844161e-13,"DUSP10"
"ENSOARG00000014925",3.53381341375463,2.23923938669382,185.094402772302,8.23169849865476e-16,2.18333697237849e-13,"MC1R"
"ENSOARG00000007878",1.62221670010653,5.78439645627277,184.817947213212,8.42122898564511e-16,2.21192164055964e-13,"NCOA7"
"ENSOARG00000010958",2.29566459569938,4.52231235347288,184.679930639391,8.5175676210998e-16,2.21571417712725e-13,"SLC25A25"
"ENSOARG00000015786",3.99323583265774,5.39223616112852,182.586519967647,1.01304662134079e-15,2.59317439111922e-13,"ICAM5"
"ENSOARG00000006455",4.61725108231241,2.14838994521745,182.551206379492,1.0160289992557e-15,2.59317439111922e-13,"CPNE9"
"ENSOARG00000010728",1.47817702829875,5.77932333373947,182.373651282358,1.03116530211054e-15,2.60720991432697e-13,"ZCCHC8"
"ENSOARG00000013894",1.59829348381124,6.86684706595878,182.202402606904,1.04598955446161e-15,2.62020383392633e-13,"SCAF4"
"ENSOARG00000001934",2.6880653406199,4.47425669382231,181.55399395382,1.10418940795981e-15,2.74061837091236e-13,NA
"ENSOARG00000001713",4.77591761023221,1.93606254217877,180.574923846331,1.19863214734318e-15,2.91371888364847e-13,NA
"ENSOARG00000020007",5.40168157258275,0.833350025009323,180.568367774186,1.19929254990251e-15,2.91371888364847e-13,"HTR1E"
"ENSOARG00000017097",1.92008476414318,5.02796647273436,180.499615102806,1.20624127658989e-15,2.91371888364847e-13,"PPTC7"
"ENSOARG00000006322",5.99974546792474,4.71507293996537,179.040223109538,1.36421485595701e-15,3.26614767372221e-13,"LIF"
"ENSOARG00000018703",3.25046686770922,3.00349690573225,178.439326436016,1.43547613504522e-15,3.4066115225889e-13,"APOL3"
"ENSOARG00000017131",1.70449298183056,8.02099285718509,177.085715785008,1.61078783354468e-15,3.78941339554067e-13,"KLF10"
"ENSOARG00000013620",1.46621995328796,7.60819493628362,175.117576918093,1.90709584862947e-15,4.44780785248463e-13,"ADGRL2"
"ENSOARG00000008817",4.14130835250684,6.25636746282206,173.592749263285,2.17601883579282e-15,4.99987777091199e-13,NA
"ENSOARG00000014648",2.56439081315515,10.1773570298073,173.567630389677,2.18077022609453e-15,4.99987777091199e-13,"RSAD2"
"ENSOARG00000018458",1.85255568759992,6.15897984345399,172.971612295763,2.29678275277672e-15,5.22161013391775e-13,"STX6"
"ENSOARG00000018738",2.32171441189314,5.8873438757608,172.371489946681,2.42019432660186e-15,5.45632810932389e-13,"BMP2"
"ENSOARG00000011183",1.73657354788134,5.00055041256338,170.478604371609,2.85745269348296e-15,6.38888637764363e-13,"CEBPG"
"ENSOARG00000020733",4.36960991362026,1.94048729869782,170.186583848059,2.93201177682928e-15,6.50185627953602e-13,"MTMR11"
"ENSOARG00000003926",1.68395519153481,6.6911966564121,170.072770869678,2.96162419017642e-15,6.5141285236612e-13,"CARMIL1"
"ENSOARG00000010507",2.05944186056444,5.4396015527815,169.801317273131,3.03353365400947e-15,6.61848544157841e-13,"RABGEF1"
"ENSOARG00000012344",2.82617582763928,9.14873663266178,169.622293630146,3.08196444913355e-15,6.67035729654873e-13,"PPP1R15A"
"ENSOARG00000018064",1.47158770420193,6.90581572480028,168.871607714351,3.29410703609409e-15,7.07291839321346e-13,"SH2B3"
"ENSOARG00000013509",3.69526472683962,8.45528010698077,168.775064727468,3.32248825649332e-15,7.0776848260764e-13,"CD274"
"ENSOARG00000002251",3.72495303817876,4.81352362940325,167.475137649968,3.73080392592478e-15,7.88540386031008e-13,"IDO1"
"ENSOARG00000006249",3.43414086559715,2.31283663426182,167.163245658264,3.83643965565578e-15,8.04581693365204e-13,"TBX3"
"ENSOARG00000018801",1.96114670023446,4.29205255104204,164.812599339048,4.74160196794411e-15,9.8676384339046e-13,"MED26"
"ENSOARG00000009627",5.8538001330279,4.4453757237118,164.46220188823,4.89475763817253e-15,1.01086086368794e-12,"CCL2"
"ENSOARG00000017519",1.44718835937096,5.06449416403608,163.707778251911,5.24250661873001e-15,1.07447556108426e-12,"ATF1"
"ENSOARG00000020037",4.01489943173533,0.928750226990685,163.396147321092,5.39367534356651e-15,1.09714656199134e-12,"ACR"
"ENSOARG00000002923",1.94840435239898,8.95904722939439,163.279161622815,5.45160534606069e-15,1.10065470919646e-12,"TIPARP"
"ENSOARG00000020840",9.30616629905607,1.02802378157982,187.332092905734,5.55959504921163e-15,1.11414284786201e-12,""
"ENSOARG00000014901",5.16349167499187,2.27978317734572,162.26675744286,5.98123361005024e-15,1.18119430798101e-12,"MYB"
"ENSOARG00000003008",2.80553823173344,5.12377709398003,162.26626435561,5.98150440575879e-15,1.18119430798101e-12,"SESN2"
"ENSOARG00000010689",5.85878732476958,-0.0120395930504091,162.108987903022,6.06854184784134e-15,1.18969805182246e-12,"LCT"
"ENSOARG00000009983",4.03029680130395,3.77741358407701,159.673883502271,7.60094665238747e-15,1.47939576067403e-12,"FOSB"
"ENSOARG00000020470",1.41077658623037,5.60308357035451,158.392755978837,8.56652666199617e-15,1.6554200879546e-12,"AEBP2"
"ENSOARG00000010139",2.87272763401622,3.07578519850354,158.268725174314,8.66665013151455e-15,1.66289044438294e-12,"WASF1"
"ENSOARG00000019566",1.48076668385108,7.25275345218364,157.941064268002,8.93713973948975e-15,1.70271393318419e-12,"WDR43"
"ENSOARG00000009322",4.8333910903315,3.42088112955312,157.537386473885,9.28268485972365e-15,1.75618011325149e-12,"ARAP2"
"ENSOARG00000015742",2.44571286726799,4.53880489905475,157.392084404894,9.41048905997097e-15,1.76455074315233e-12,"IL16"
"ENSOARG00000020437",2.28103457604829,3.1743754973119,157.339299247163,9.45737627548933e-15,1.76455074315233e-12,"DOCK10"
"ENSOARG00000009417",3.52218552782671,3.10876916976923,156.800550197252,9.9502728790307e-15,1.84379919499518e-12,"COL10A1"
"ENSOARG00000024795",9.44047759144054,0.134412836503431,166.896340230914,1.01014712267472e-14,1.85908301066951e-12,"Metazoa_SRP"
"ENSOARG00000004812",4.06478548449638,2.04403925237263,155.702531970008,1.10407022991215e-14,2.01821054054346e-12,"FERMT3"
"ENSOARG00000004186",4.61398217592489,1.81666663858986,154.923673049287,1.18902056043008e-14,2.15891021757553e-12,"FAM13C"
"ENSOARG00000007577",1.90873440708149,4.14682725642973,154.198920828462,1.27427900188751e-14,2.29828960780432e-12,"ZBTB49"
"ENSOARG00000003803",1.39617279243647,7.27311814852421,154.010309509767,1.29750867267843e-14,2.32468871726107e-12,"IST1"
"ENSOARG00000010199",3.9731822478449,2.41244001041235,153.616383877111,1.34747854582001e-14,2.39454921511907e-12,"EGR3"
"ENSOARG00000010521",2.17992437101806,6.81560184223098,153.564554424079,1.35420281626827e-14,2.39454921511907e-12,"PDE4B"
"ENSOARG00000018163",2.01716829662599,6.15218329277207,153.355579276406,1.38167625001346e-14,2.427264238173e-12,"RGMB"
"ENSOARG00000012972",1.90593880046073,8.74298110725752,152.742253398072,1.46575851994512e-14,2.55836329023196e-12,"MYO10"
"ENSOARG00000009930",1.51949857822223,7.54596863144786,151.947798436493,1.58277940192311e-14,2.74490473971973e-12,"PSPH"
"ENSOARG00000017943",1.59320794859914,7.65527038461119,151.523638630505,1.649257096005e-14,2.84197461626238e-12,"EP300"
"ENSOARG00000012673",2.21593657194709,5.38444563105919,151.27468860046,1.68964112143223e-14,2.8931361328625e-12,"RCAN1"
"ENSOARG00000012936",4.06837494463517,1.48913846329321,150.80066059017,1.76944945480254e-14,3.0107349402659e-12,"CD83"
"ENSOARG00000006876",1.60055482895825,8.12337371546147,150.186730149173,1.87877018244628e-14,3.17676553224386e-12,"BAZ1A"
"ENSOARG00000016834",1.53909771053267,7.85936075971435,149.465460756453,2.01637715647133e-14,3.38826506777486e-12,"ITPRID2"
"ENSOARG00000001815",2.1302673340296,7.55074327254824,149.291337995859,2.0511652433961e-14,3.42544595647148e-12,"IRF4"
"ENSOARG00000016894",1.97523400126658,5.63865905086194,149.088163177676,2.09255995677459e-14,3.45430972528511e-12,"SEMA3C"
"ENSOARG00000016500",1.34052262934028,6.69391781780913,149.081068517121,2.09402125134719e-14,3.45430972528511e-12,NA
"ENSOARG00000012621",2.17311589674751,6.3915136517918,149.01947274666,2.10675354724641e-14,3.45430972528511e-12,"SLCO4A1"
"ENSOARG00000020472",1.21112269282399,6.41171683411111,148.641622799195,2.18666698263968e-14,3.56374027399601e-12,"CLDN1"
"ENSOARG00000002227",1.62644636293622,6.21425087715466,148.518579910652,2.2133753716955e-14,3.58566810214672e-12,"SCHIP1"
"ENSOARG00000010890",2.25657347438928,4.12991198414566,148.221196331559,2.27935870470824e-14,3.65684442970597e-12,"PDPN"
"ENSOARG00000008856",1.42064115037493,5.12692880526575,148.199093488092,2.2843450455397e-14,3.65684442970597e-12,"FBXO33"
"ENSOARG00000017741",1.31076004988792,8.04939626763423,147.411845304757,2.46966850457688e-14,3.93025951310723e-12,"RBBP6"
"ENSOARG00000012449",1.68728989406839,7.92142004827184,147.089363080683,2.55010480121215e-14,4.03453422760196e-12,"CDK17"
"ENSOARG00000007591",1.64692629421309,6.84173522637727,146.870962631054,2.60614702880611e-14,4.09922684403026e-12,"NLRP3"
"ENSOARG00000018242",4.68487818673742,2.45736852373041,146.766616992368,2.63337986836637e-14,4.1181190149586e-12,NA
"ENSOARG00000020873",2.03940238967478,6.6795239504615,145.466216160954,2.99912827998899e-14,4.66312738430012e-12,"RNF19B"
"ENSOARG00000002410",1.54737518966448,7.74715400954797,145.109940446553,3.10842652802671e-14,4.80544978795626e-12,"IFRD1"
"ENSOARG00000001783",2.45980890917708,3.72075438316665,144.87106763808,3.1840561396108e-14,4.89440084096765e-12,"FOS"
"ENSOARG00000011539",1.57061707555351,6.79310301928319,144.480793909247,3.3118282889769e-14,5.0620453406769e-12,"BRIX1"
"ENSOARG00000015303",6.0609797817116,2.57025236213681,144.391837046577,3.3417022837432e-14,5.07901199912295e-12,"VWA3A"
"ENSOARG00000015505",3.13229166347689,3.20763524056945,143.96674826441,3.48843612608188e-14,5.27241066787817e-12,"KLF5"
"ENSOARG00000013806",6.09444701710094,0.474012497454838,143.61886259954,3.61357715367349e-14,5.43120646197125e-12,""
"ENSOARG00000002205",3.92233077457919,0.474065313311876,143.46705002499,3.6696636524075e-14,5.48503206918412e-12,"DNAH10"
"ENSOARG00000020138",5.55670251880408,1.66674358273408,143.044902050368,3.83050707546096e-14,5.6939856274462e-12,"NGF"
"ENSOARG00000005315",3.56684853026256,3.33245868522411,142.695190329363,3.96938367299183e-14,5.86818064967875e-12,NA
"ENSOARG00000016789",1.91860601040224,3.85790606105652,142.430314781003,4.07810221630527e-14,5.99614007390884e-12,"NIPAL1"
"ENSOARG00000015297",2.12756589818521,7.92541549483268,141.747831371475,4.37296299478693e-14,6.39492653302516e-12,"GBP5"
"ENSOARG00000013480",1.67342315792259,6.1228778373663,141.430706141259,4.51755278167311e-14,6.57057663840699e-12,"JAK2"
"ENSOARG00000009171",1.33926243408079,7.31588414820046,141.370799714565,4.54542846752116e-14,6.57057663840699e-12,"EIF2S2"
"ENSOARG00000013924",1.82435326861913,8.42125338673871,141.326974213909,4.56593630524327e-14,6.57057663840699e-12,"ANKRD11"
"ENSOARG00000006084",6.57884180274938,0.514583088254302,141.219525944958,4.61663022930662e-14,6.60837641395033e-12,"MEP1B"
"ENSOARG00000000785",2.7390150953115,2.28731811558761,141.139835300645,4.65461158630183e-14,6.62767693977945e-12,NA
"ENSOARG00000013386",3.52400011064877,1.75475023804177,141.046920844369,4.6993123054038e-14,6.65629293771698e-12,NA
"ENSOARG00000001352",1.52801761747908,7.18180338136427,140.489443753222,4.97720121529875e-14,6.98233153951094e-12,"SMG7"
"ENSOARG00000008633",1.14527982118526,7.51136435267104,140.481835018616,4.98111180278558e-14,6.98233153951094e-12,"YTHDC1"
"ENSOARG00000020788",1.57566947015941,4.42300401638608,139.621567762911,5.44486247278107e-14,7.59305718240304e-12,"RAB8B"
"ENSOARG00000025856",3.90539581111903,2.1678334030972,138.906590392942,5.86493966794961e-14,8.13692706547224e-12,NA
"ENSOARG00000013174",1.79357751875684,5.42477124463049,138.042104881884,6.41900058386711e-14,8.86018580591534e-12,"SNAI1"
"ENSOARG00000012181",1.39098527112292,6.06569262563563,137.941660987457,6.48686995366468e-14,8.90841521454031e-12,"TLK2"
"ENSOARG00000005546",2.9944307995399,2.10678590730246,137.869055778068,6.53640017175791e-14,8.93109950741103e-12,"C8orf89"
"ENSOARG00000020378",3.55901485134007,3.78375564252923,137.522700503116,6.77823286173992e-14,9.20760927431541e-12,"HIVEP3"
"ENSOARG00000010074",2.15074313613237,5.501488666766,137.482597314891,6.80683763902965e-14,9.20760927431541e-12,"EFHD2"
"ENSOARG00000012085",1.2310028736691,9.27694673758805,137.176778676646,7.02920610934682e-14,9.46110159613278e-12,"TARS"
"ENSOARG00000011751",4.50022088035997,1.36069955436939,136.930814704436,7.21361189437074e-14,9.66124040546069e-12,"SLC6A12"
"ENSOARG00000020473",3.36557705716448,4.12693879041092,136.707306160471,7.38561204829902e-14,9.81743326515876e-12,"IRS1"
"ENSOARG00000011009",1.75283475715098,3.57667831417446,136.685259896217,7.40281062353954e-14,9.81743326515876e-12,"TEX14"
"ENSOARG00000010098",1.23729600770008,6.99048479337469,136.495824067868,7.55234544117481e-14,9.92798450539159e-12,"CDC40"
"ENSOARG00000010343",1.50183482593224,7.62947322036606,136.486778064557,7.55956534379636e-14,9.92798450539159e-12,"CHD2"
"ENSOARG00000017658",5.06550059924256,1.84100318321398,136.277095719805,7.72897683465643e-14,1.00584746662199e-11,"TMEM88"
"ENSOARG00000003051",1.57597377565424,6.76830214569726,136.271827766653,7.73328428540603e-14,1.00584746662199e-11,"LEMD3"
"ENSOARG00000011531",1.42628529125432,5.8832879277202,135.535111457674,8.3613571245587e-14,1.08233567295603e-11,"RRP15"
"ENSOARG00000005904",8.48741893798627,0.327873216536869,143.022686338126,8.90373054150896e-14,1.14705488604754e-11,"CCDC178"
"ENSOARG00000009874",1.41723256825714,6.30777891527186,134.814522661791,9.02795514243935e-14,1.15632507316381e-11,"KCTD9"
"ENSOARG00000012768",1.71317933975118,6.30236305688678,134.770732480858,9.07023125661279e-14,1.15632507316381e-11,"IL15RA"
"ENSOARG00000001863",2.42300307994599,3.55230136201897,134.735999173777,9.10391219723111e-14,1.15632507316381e-11,"SEMA6A"
"ENSOARG00000018276",1.73945620090998,5.74618623929048,133.749370527639,1.01179198132052e-13,1.2791130963853e-11,"SMAD3"
"ENSOARG00000020580",4.35478993264346,1.04029388464163,133.648692244741,1.02278965213671e-13,1.28700238367007e-11,"CHRD"
"ENSOARG00000006901",1.78635950623642,6.37412624056058,133.202904637799,1.07302351302265e-13,1.34396195006087e-11,"THSD7A"
