"","logFC","logCPM","F","PValue","FDR","all_gene_names$gene_name[match(rownames(TT$table), all_gene_names$sheep_ID)]"
"ENSOARG00000007169",3.08973688442182,5.76105509640402,191.065743077089,5.06913146335247e-16,4.21524437438292e-13,"KLF4"
"ENSOARG00000006356",2.13421085121926,8.24080566707613,190.88843138747,5.141681982503e-16,4.21524437438292e-13,"BIRC3"
"ENSOARG00000001757",2.22522206768967,5.82885214958315,188.496887519421,6.23482151660619e-16,4.96108415618423e-13,"FOXS1"
"ENSOARG00000018242",5.07032356756837,2.45736852373041,187.465401782235,6.77968249293258e-16,5.2405008618228e-13,NA
"ENSOARG00000004489",2.85240021670362,4.59456043195437,186.323473744698,7.44196893118212e-16,5.59263965178336e-13,"EGR2"
"ENSOARG00000010072",2.42711523635055,5.80038721487301,180.13849186635,1.24344370149251e-15,9.09192591896711e-13,"ERRFI1"
"ENSOARG00000009537",3.22892756075825,5.18266778120137,179.276286808097,1.33724978649073e-15,9.5205146641369e-13,"DUSP5"
"ENSOARG00000007579",3.26228534095728,2.11600765351654,177.112278101708,1.60713838527807e-15,1.11485953526443e-12,"MYOZ3"
"ENSOARG00000014925",3.44235957346197,2.23923938669382,175.767634659491,1.80332996944591e-15,1.21968222483474e-12,"MC1R"
"ENSOARG00000015050",4.14079231879907,1.70576264358938,174.987472931827,1.92861025206083e-15,1.2726005307135e-12,"MAP3K8"
"ENSOARG00000010521",2.31823026357655,6.81560184223098,172.455158111822,2.40257672730496e-15,1.54760263763115e-12,"PDE4B"
"ENSOARG00000018738",2.31142840123118,5.8873438757608,171.208711394232,2.67966012237583e-15,1.68594244071525e-12,"BMP2"
"ENSOARG00000003826",1.75922889315132,5.96653266513792,170.063297695717,2.96410315348883e-15,1.82251924351106e-12,"NUAK2"
"ENSOARG00000012718",1.68289069720365,7.96417093292778,169.142905188026,3.21571348608169e-15,1.93328694783231e-12,"NFKB1"
"ENSOARG00000015169",1.94345780213468,10.0167108939723,168.092930747583,3.53051877945376e-15,2.07640554476831e-12,"IFIT2"
"ENSOARG00000015781",4.84392602232126,4.49923097475705,166.452334927141,4.08919423910962e-15,2.3538098073377e-12,"ICAM4"
"ENSOARG00000014496",3.80794418151004,6.85776006968039,165.883072272747,4.30424203713358e-15,2.42597841817941e-12,"CXCL8"
"ENSOARG00000005562",1.65027635609683,7.70733446565888,163.540465913335,5.32310402361411e-15,2.93900522969094e-12,"PCF11"
"ENSOARG00000020025",1.62344754516901,5.74732954563233,159.881288216689,7.45575536347895e-15,3.98288225965481e-12,"PELI1"
"ENSOARG00000011043",1.84053605837093,8.88260872150943,159.805875485394,7.50820563474516e-15,3.98288225965481e-12,"ZC3HAV1"
"ENSOARG00000008526",1.83568186083989,6.12698223229703,159.539197499264,7.69682760872812e-15,4.00442257935636e-12,"PIK3AP1"
"ENSOARG00000009748",1.79462028404896,8.19065601478317,151.176291379402,1.70588941324541e-14,8.70776078980027e-12,"DLC1"
"ENSOARG00000008597",1.83318073014487,5.08772995681187,150.314462550545,1.85545184195816e-14,9.17004623873677e-12,"SGMS2"
"ENSOARG00000016852",1.44228186171177,6.66486788068448,150.266103840558,1.86424389417655e-14,9.17004623873677e-12,"CFLAR"
"ENSOARG00000002241",2.43812086370674,6.37143863967593,149.791187836049,1.95296102069457e-14,9.43489418819125e-12,"CSRNP1"
"ENSOARG00000020576",5.7028693975127,3.97179468904133,149.483141249484,2.01287974561206e-14,9.55376291891028e-12,"CCL20"
"ENSOARG00000011085",2.13989178783349,4.53093861018034,147.512488871157,2.44511678724538e-14,1.14052050969201e-11,"CCDC120"
"ENSOARG00000010493",3.18124015524869,7.7307272698104,146.931024234338,2.59060664593159e-14,1.18790291862768e-11,"ATF3"
"ENSOARG00000013174",1.84679362923239,5.42477124463049,146.490461556854,2.70691193711614e-14,1.22054659244567e-11,"SNAI1"
"ENSOARG00000003352",2.26590019618784,6.31820439307407,146.120068759511,2.80895581919531e-14,1.24579493004115e-11,NA
"ENSOARG00000004253",9.00516712473051,3.86411898918363,150.28539644088,4.45753384735881e-14,1.94506646300718e-11,"CCL4"
"ENSOARG00000005565",1.40991880389174,7.57772233008336,140.984064274873,4.7298090455222e-14,2.03111514154853e-11,"ADSS"
"ENSOARG00000014648",2.27437887119114,10.1773570298073,139.517722122872,5.50385084977463e-14,2.32658095140317e-11,"RSAD2"
"ENSOARG00000004074",-1.82055843219304,3.06972252495638,138.896114119541,5.87134327033699e-14,2.43592606079056e-11,"RIN1"
"ENSOARG00000003029",1.84073524639254,9.00331863588312,138.732040891213,5.97260114562577e-14,2.43592606079056e-11,"BAG3"
"ENSOARG00000001505",1.89332113194859,6.95697659599761,138.594419473761,6.05895529293912e-14,2.43592606079056e-11,"HIVEP2"
"ENSOARG00000014657",2.1794598365016,5.51323399852218,138.494183783906,6.12267953477334e-14,2.43592606079056e-11,"ANKRD22"
"ENSOARG00000007591",1.59380083812456,6.84173522637727,138.02459605248,6.43077705972598e-14,2.52142380541778e-11,"NLRP3"
"ENSOARG00000007704",-1.73437220263097,4.76610844149665,137.028647957761,7.1396595236762e-14,2.7593764107648e-11,"ALS2CL"
"ENSOARG00000008384",-2.05309705365878,4.24954537251396,133.625138422264,1.02538073568773e-13,3.90713386243602e-11,"PGGHG"
"ENSOARG00000012845",1.57964054928255,4.55865809030913,131.731568285084,1.25814374794896e-13,4.72747513291823e-11,"B4GALT5"
"ENSOARG00000018064",1.29179414654022,6.90581572480028,131.132386815732,1.34293204337484e-13,4.90988293069689e-11,"SH2B3"
"ENSOARG00000013386",3.40211305939212,1.75475023804177,131.0119964765,1.36068413780638e-13,4.90988293069689e-11,NA
"ENSOARG00000020961",2.14445103427588,5.89851725825159,131.008966512221,1.36113410143515e-13,4.90988293069689e-11,"MARCKSL1"
"ENSOARG00000017521",3.08306260207767,6.78254597693516,130.157827244461,1.49396857179184e-13,5.31813496595479e-11,"HBEGF"
"ENSOARG00000011788",5.17018126018706,2.01598097846459,129.743571207948,1.56350675108391e-13,5.49339112257455e-11,"KCNJ14"
"ENSOARG00000025786",1.61392614404694,3.52939956998574,129.518997386811,1.60262462550111e-13,5.55864187414192e-11,NA
"ENSOARG00000009627",5.26587955329568,4.4453757237118,128.672403552322,1.75963101594719e-13,6.02595664625762e-11,"CCL2"
"ENSOARG00000009544",1.50950286660234,7.38020073939464,127.908327872966,1.91529652337139e-13,6.47705401791119e-11,"B4GALT1"
"ENSOARG00000015776",1.57083491661026,5.57914143775864,126.213688467185,2.31476796551875e-13,7.73132500483262e-11,"C21orf91"
"ENSOARG00000002923",1.697056829165,8.95904722939439,125.793053894474,2.42696010997878e-13,8.00719253845926e-11,"TIPARP"
"ENSOARG00000020415",1.19649679103821,6.5034291781665,125.642909868137,2.468384334472e-13,8.04574334756692e-11,"FAM124B"
"ENSOARG00000018281",2.22359498560847,4.367549800406,125.276926902127,2.57251527266673e-13,8.28533668889591e-11,"IMPG2"
"ENSOARG00000000675",3.57099670392566,4.12935167560815,125.1380564972,2.61323168063062e-13,8.3174552809154e-11,"ARFGEF3"
"ENSOARG00000012999",1.79064295492072,5.44100230969322,123.787959404662,3.04643497497268e-13,9.58351765266405e-11,"ZC3H12C"
"ENSOARG00000010964",4.10318189076076,3.11455172380243,123.501714091717,3.14766265403816e-13,9.78814545314348e-11,"ISG20"
"ENSOARG00000017093",2.24847660225834,5.80541890857298,123.039394594747,3.3187239826515e-13,1.02028134803016e-10,"SPRY1"
"ENSOARG00000019742",2.11167922445973,3.63807726332587,122.718621362003,3.44315925739328e-13,1.04508111615882e-10,"MXD1"
"ENSOARG00000014103",2.75586577476086,5.00963063646685,122.634374362423,3.47665041969003e-13,1.04508111615882e-10,"NOCT"
"ENSOARG00000008856",1.28711828005551,5.12692880526575,122.211003453135,3.65023905149323e-13,1.08520403625382e-10,"FBXO33"
"ENSOARG00000026090",2.19498228630157,4.04243297826449,122.034139221773,3.72544346512904e-13,1.09552334245219e-10,NA
"ENSOARG00000008894",-1.23777994245365,5.25617697494495,119.482428322626,5.01281700978339e-13,1.45824463852344e-10,"RIC8A"
"ENSOARG00000010250",-1.50251412296952,3.91740064921302,119.288117438784,5.12843700905371e-13,1.47600781747808e-10,"C8orf58"
"ENSOARG00000006068",1.94034400675648,7.2284830048614,118.344592998055,5.73126752607088e-13,1.63214433316128e-10,"ZFP36"
"ENSOARG00000013509",3.00530109442674,8.45528010698077,117.484645139421,6.34601223624243e-13,1.78838557332607e-10,"CD274"
"ENSOARG00000021005",3.62386377418798,1.69304902034333,116.952271250634,6.76115186614624e-13,1.88573404728578e-10,""
"ENSOARG00000008183",2.07348397312817,5.70810102416911,116.440959558249,7.18692022646984e-13,1.97319174181424e-10,"TRIB1"
"ENSOARG00000011263",-1.15659136310548,6.09778372972229,116.401891599307,7.22059519625971e-13,1.97319174181424e-10,"DAPK3"
"ENSOARG00000008800",2.6408905078661,7.34142794431879,116.190461663044,7.40575107543848e-13,2.00355189594913e-10,NA
"ENSOARG00000012258",4.68756993087888,3.4634565109229,115.651070258721,7.90117885935795e-13,2.11642072139673e-10,"HSD17B14"
"ENSOARG00000001833",1.68361238512279,4.11443537655165,114.954974402157,8.59279469196555e-13,2.26325581640418e-10,"PANX1"
"ENSOARG00000009371",1.77899700161632,8.4111073874062,114.865458127617,8.68626665266812e-13,2.26325581640418e-10,"ATP1B1"
"ENSOARG00000000852",-1.22760173906118,4.27262053184833,114.852082283737,8.70032545671749e-13,2.26325581640418e-10,"OARD1"
"ENSOARG00000003778",-1.69201875627849,7.21414072995485,114.110716257273,9.51835416885679e-13,2.45247193985002e-10,"EGFL7"
"ENSOARG00000025935",-1.64445793075114,4.65232693132934,113.298485882,1.05085419461136e-12,2.68205748877508e-10,NA
"ENSOARG00000015044",1.97064520735088,3.85677272807759,113.008717825367,1.08876253961251e-12,2.73638364241e-10,"TLR2"
"ENSOARG00000004007",3.47278221901302,1.1377635590655,112.981708934035,1.09236871952495e-12,2.73638364241e-10,"LIPG"
"ENSOARG00000004723",-1.20552065848511,5.28697870319168,112.564327829334,1.1497282938252e-12,2.85364672120614e-10,"CENPB"
"ENSOARG00000001783",2.14671623179602,3.72075438316665,110.406456494288,1.50147624023149e-12,3.69281256392934e-10,"FOS"
"ENSOARG00000011272",3.39383419711516,0.6082145799788,109.336056300259,1.71657578979518e-12,4.14171191085981e-10,"PRDM1"
"ENSOARG00000008551",-1.50082547352775,2.89389077620195,109.277472410945,1.729249843203e-12,4.14171191085981e-10,"NFKBIL1"
"ENSOARG00000001815",1.80556059496025,7.55074327254824,109.274372211107,1.72992328649057e-12,4.14171191085981e-10,"IRF4"
"ENSOARG00000007082",2.39054869680543,2.38390351688715,109.178360833244,1.75091704345882e-12,4.1552026047136e-10,"STAC3"
"ENSOARG00000005732",1.43411783556283,4.98939595094547,108.702254465482,1.85906862293701e-12,4.35648699098723e-10,"DIPK2A"
"ENSOARG00000006322",4.83744268684511,4.71507293996537,108.664505830153,1.86794001239934e-12,4.35648699098723e-10,"LIF"
"ENSOARG00000017487",2.52524045485278,2.12532341196649,108.592431642584,1.88500264072778e-12,4.35870610617516e-10,"PNMA1"
"ENSOARG00000007045",1.41159641283674,5.9543905346879,108.468843537199,1.91464447290024e-12,4.38972809913925e-10,"TAF4B"
"ENSOARG00000018163",1.68054074023906,6.15218329277207,108.074040353187,2.01267649141739e-12,4.57571006712655e-10,"RGMB"
"ENSOARG00000009936",-1.43338967080793,4.53791021909069,107.863000846077,2.06723864102758e-12,4.66058951619669e-10,"HOMER3"
"ENSOARG00000000772",-1.41218076494119,4.84198724112998,107.78686419827,2.08730430520873e-12,4.66693641926587e-10,"PLCD1"
"ENSOARG00000009963",1.56153441112545,6.1793838393826,107.537111286379,2.15458185896338e-12,4.77274819530775e-10,"HPS5"
"ENSOARG00000013112",-1.29791740491925,4.05575475333097,107.481352541471,2.16991213137744e-12,4.77274819530775e-10,"CTU2"
"ENSOARG00000019278",-1.45649621443298,4.5504889472155,106.965382095624,2.31735667970449e-12,5.04845684337725e-10,"THTPA"
"ENSOARG00000018458",1.44445506851064,6.15897984345399,106.900983047746,2.33648848550679e-12,5.04845684337725e-10,"STX6"
"ENSOARG00000017097",1.47110246338426,5.02796647273436,106.851693747241,2.35124403883172e-12,5.04845684337725e-10,"PPTC7"
"ENSOARG00000024133",-1.79664804857273,6.81471232512483,106.65648332593,2.41065651662441e-12,5.13146511558694e-10,""
"ENSOARG00000012129",1.52112375070862,6.98805320580815,106.600973135653,2.42783889552424e-12,5.13146511558694e-10,"SLC7A5"
"ENSOARG00000025182",2.20143348479288,2.72954602398207,105.990905719276,2.62542455562838e-12,5.50606480061784e-10,"BST-2A"
"ENSOARG00000019836",-1.05026561978442,5.1684439327604,105.768220670703,2.70171445500797e-12,5.62247560506043e-10,"CNPPD1"
"ENSOARG00000019058",-1.08900980343121,4.81693169480041,105.701092661491,2.72516814584e-12,5.62799229141643e-10,"KHNYN"
"ENSOARG00000000785",2.38404206692761,2.28731811558761,105.069729143204,2.956567785746e-12,6.00008027751689e-10,NA
"ENSOARG00000022521",-1.77959502195532,6.68898661563276,105.037723750211,2.96883687656887e-12,6.00008027751689e-10,""
"ENSOARG00000010854",1.5241882744058,6.82652806186105,105.029822936445,2.97187387146915e-12,6.00008027751689e-10,"JUNB"
"ENSOARG00000010074",1.86662775612955,5.501488666766,104.705643653823,3.09935585778826e-12,6.21110913900766e-10,"EFHD2"
"ENSOARG00000010199",3.35926608006235,2.41244001041235,104.564704259608,3.15656784350513e-12,6.27924900280793e-10,"EGR3"
"ENSOARG00000017131",1.29545813527902,8.02099285718509,104.413755839646,3.21908075607635e-12,6.3568621003569e-10,"KLF10"
"ENSOARG00000013699",-1.15130101714571,5.30633774651088,103.967700771734,3.41156093606647e-12,6.6881427220538e-10,"COG1"
"ENSOARG00000017271",1.26665290603102,6.91114751632374,103.516969374232,3.61844025804359e-12,7.04268221159074e-10,"CSTF3"
"ENSOARG00000008817",3.08320839523681,6.25636746282206,103.435633412103,3.65716176754568e-12,7.06720388994148e-10,NA
"ENSOARG00000018276",1.51604557673383,5.74618623929048,102.571545661472,4.09660260917590e-12,7.83595000575582e-10,"SMAD3"
"ENSOARG00000017581",1.75849816011006,6.76150474293426,102.541402689628,4.11290345537564e-12,7.83595000575582e-10,"KDM6B"
"ENSOARG00000010767",-2.30872955945032,1.44365492922371,102.351851786179,4.2169909142862e-12,7.97807497867825e-10,NA
"ENSOARG00000006947",1.78018729844447,6.19996814434168,102.148046348314,4.332013868148e-12,8.13877105478306e-10,"ITPKC"
"ENSOARG00000002264",-1.4852438434434,4.41198576969147,102.035818019434,4.39676226224361e-12,8.20344870639576e-10,"RAD54L"
"ENSOARG00000019760",1.58943239907724,4.17717544858052,100.533669201999,5.36890984205341e-12,9.94866348403514e-10,"ZC3H12A"
"ENSOARG00000012344",2.11875914453201,9.14873663266178,100.365436252051,5.49113359512043e-12,1.010592709404e-09,"PPP1R15A"
"ENSOARG00000002999",-1.62176119057599,2.9111514879753,99.8534669224047,5.88148971710211e-12,1.07512042436811e-09,"ZNF32"
"ENSOARG00000012028",1.48577727748214,6.11638705619501,99.4980171323192,6.16966153713925e-12,1.12022834379708e-09,NA
"ENSOARG00000011751",3.96305520074834,1.36069955436939,99.085940940518,6.52249675305704e-12,1.16102844266793e-09,"SLC6A12"
"ENSOARG00000020010",1.01316200850731,5.86692817260462,99.0490914070957,6.55506972316855e-12,1.16102844266793e-09,"AFTPH"
"ENSOARG00000015786",2.89422525631115,5.39223616112852,99.0473669388285,6.55659825735994e-12,1.16102844266793e-09,"ICAM5"
"ENSOARG00000006862",-1.69605098072618,3.84697490057464,99.0367365667523,6.56602911688451e-12,1.16102844266793e-09,"ST6GALNAC2"
"ENSOARG00000010561",1.08205744013417,7.30288521538827,98.8367927828958,6.74610419133618e-12,1.1776245422521e-09,"HMGA1"
"ENSOARG00000016564",-1.62174443216088,2.78608849872791,98.8300134278716,6.75230047945868e-12,1.1776245422521e-09,"HEXD"
"ENSOARG00000003804",1.55625014550562,6.99176287140892,98.7883942930997,6.79047196685621e-12,1.1776245422521e-09,"SEMA7A"
"ENSOARG00000017658",4.46022540396581,1.84100318321398,98.3798431489764,7.17749968259873e-12,1.23681577333138e-09,"TMEM88"
"ENSOARG00000018195",-1.26652366695588,4.75792662525707,98.0868514813918,7.46935052289815e-12,1.27594020864541e-09,"TRMT2A"
"ENSOARG00000007878",1.17395385973217,5.78439645627277,98.0578894935661,7.49887237283289e-12,1.27594020864541e-09,"NCOA7"
"ENSOARG00000020001",-1.2720335775819,4.72757520662252,97.8283907810233,7.73720693983132e-12,1.30826497843873e-09,"CEP68"
"ENSOARG00000018153",-1.44114913713724,3.05685952573772,97.6978679182535,7.87630950473365e-12,1.32351352385754e-09,"APBB3"
"ENSOARG00000000576",-1.46314869245618,4.06227585815401,97.4515058320408,8.14610779219909e-12,1.36040000129725e-09,"GSDMD"
"ENSOARG00000011882",1.6477472021056,5.9073248509335,97.3108164381855,8.30454082997985e-12,1.37834998536365e-09,"USPL1"
"ENSOARG00000012768",1.44673827719443,6.30236305688678,97.0677477920045,8.58597616638135e-12,1.41637194637366e-09,"IL15RA"
"ENSOARG00000012119",3.72872373166677,2.77554471110865,97.0147318580668,8.64868697688897e-12,1.41807016650154e-09,"IL15"
"ENSOARG00000016453",-1.11062121151155,5.22367169969422,96.6651236613593,9.07452124482804e-12,1.47892829974444e-09,"MAP3K12"
"ENSOARG00000011380",2.56078937012058,2.40347907030144,96.2065091895196,9.66696242476806e-12,1.56604791281243e-09,"ADGRF5"
"ENSOARG00000007502",1.93274400654467,8.55971669858678,96.1369086131969,9.76038187225151e-12,1.57177006649936e-09,"NFKBIA"
"ENSOARG00000013599",2.47799483860513,2.94517211460976,96.0886916915678,9.82565803723384e-12,1.57291924579482e-09,"RUNX1"
"ENSOARG00000011797",-1.02051991672969,5.81981800178962,95.6200192907511,1.04846872764766e-11,1.66854546810469e-09,"RGP1"
"ENSOARG00000016668",4.8539119869779,1.67200221976739,95.5311626154968,1.06148108988602e-11,1.67937481905126e-09,"CXCL11"
"ENSOARG00000012967",1.15667018692423,6.68883780159089,95.0688972839824,1.13198165635504e-11,1.78050184482728e-09,"AKIRIN2"
"ENSOARG00000002332",-1.28224405133843,3.98032043845579,94.8452138787487,1.16785438690886e-11,1.8263082418169e-09,"DXO"
"ENSOARG00000011992",-1.65077475823674,2.52279393809584,94.6944617503438,1.19270630339061e-11,1.85445266275458e-09,"LRSAM1"
"ENSOARG00000000742",2.36080745851231,3.28414722572537,94.5166840938781,1.22273249426604e-11,1.89027456570705e-09,"DNAJA4"
"ENSOARG00000002410",1.2390042292053,7.74715400954797,94.3271709364769,1.25562103326983e-11,1.92625496054709e-09,"IFRD1"
"ENSOARG00000019387",-1.1374125773302,6.32737031787225,94.3009377361474,1.26024664750807e-11,1.92625496054709e-09,"AJUBA"
"ENSOARG00000000670",-1.71022544032687,3.60722130146425,94.19596671724,1.27893657608092e-11,1.94383989490411e-09,"ASL"
"ENSOARG00000018703",2.47237431501409,3.00349690573225,94.1202241227577,1.29260398905075e-11,1.95363733630051e-09,"APOL3"
"ENSOARG00000012936",3.33786994985015,1.48913846329321,93.9724117914544,1.31972192954603e-11,1.98354206010768e-09,"CD83"
"ENSOARG00000009911",1.09798572015292,6.32005266307853,93.8157511933007,1.34911966128681e-11,2.01652394013555e-09,"PROM1"
"ENSOARG00000020978",-1.145876301506,4.72806880689297,93.5019639093891,1.41010089766479e-11,2.09064685198503e-09,"ZNF687"
"ENSOARG00000024795",8.26632877227314,0.134412836503431,97.91229639446,1.41416564616419e-11,2.09064685198503e-09,"Metazoa_SRP"
"ENSOARG00000004612",-1.20513162266895,4.76999990228567,93.0797182659349,1.49678890110434e-11,2.2007677679607e-09,"MSTO1"
"ENSOARG00000020473",2.76386030098363,4.12693879041092,92.8422527811178,1.5479962458565e-11,2.2621546920282e-09,"IRS1"
"ENSOARG00000001713",3.62475752375265,1.93606254217877,92.7768414658362,1.56242407600446e-11,2.2621546920282e-09,NA
"ENSOARG00000010523",1.09055308203741,8.22415670853587,92.7714286147184,1.56362433432865e-11,2.2621546920282e-09,"JAG1"
"ENSOARG00000015432",2.51366594147054,4.9441152347519,92.5820476435009,1.60623672314452e-11,2.31144299510381e-09,"GBP6"
"ENSOARG00000006128",1.60036284781771,3.57352277184448,91.4192738256998,1.89622209824084e-11,2.71430648919618e-09,"RNF125"
"ENSOARG00000009545",1.56636619025906,6.39851238571621,91.1847585733495,1.96113411619883e-11,2.79244854629701e-09,"RELB"
"ENSOARG00000007460",1.07793093478205,7.30940940422282,91.0712429069985,1.99339282857649e-11,2.81323259436413e-09,"DNAJB6"
"ENSOARG00000020788",1.27186090870494,4.42300401638608,91.060314374602,1.99652790019188e-11,2.81323259436413e-09,"RAB8B"
"ENSOARG00000019566",1.11194245320528,7.25275345218364,90.3960965681834,2.19719205007196e-11,3.0799395711216e-09,"WDR43"
"ENSOARG00000011833",-1.50482542096368,5.6436143440647,90.3026385447185,2.22709123756246e-11,3.10575908974303e-09,"CREB3"
"ENSOARG00000006249",2.57798333253682,2.31283663426182,90.172403423164,2.26947426169782e-11,3.13458952511572e-09,"TBX3"
"ENSOARG00000010458",1.72705067550547,3.99943073754414,90.1679518203089,2.27093792756221e-11,3.13458952511572e-09,"BATF3"
"ENSOARG00000008133",2.34462000764545,2.42800657260966,89.9824202718844,2.33283453631181e-11,3.19453538921739e-09,"HTR2A"
"ENSOARG00000020472",0.938803875689642,6.41171683411111,89.96722178331,2.33798331878851e-11,3.19453538921739e-09,"CLDN1"
"ENSOARG00000012621",1.66674894976694,6.3915136517918,89.87240386621,2.37037672486803e-11,3.22252120173768e-09,"SLCO4A1"
"ENSOARG00000008707",1.33497982087815,6.35343387396905,89.3987060279745,2.53945733417686e-11,3.43392155014908e-09,"TICAM1"
"ENSOARG00000001697",1.60878817521123,2.91946254703798,89.3668884268252,2.5512612980704e-11,3.43392155014908e-09,"TMEM86B"
"ENSOARG00000003861",-1.30004499561233,5.39854323570029,89.3176154920427,2.56965539971908e-11,3.44155728633663e-09,"SPATA20"
"ENSOARG00000012400",1.27482986081275,8.18895853447122,89.2117302953019,2.60965865812524e-11,3.46176657506e-09,"EPHA2"
"ENSOARG00000016133",1.41258907254188,4.17303938892565,89.2099514357954,2.61033629523265e-11,3.46176657506e-09,"NCKAP1L"
"ENSOARG00000017741",1.01199234745041,8.04939626763423,88.9058557702845,2.72895281736906e-11,3.59660288425738e-09,"RBBP6"
"ENSOARG00000020239",-1.44305657997932,4.35765244096111,88.844549495624,2.75354778364874e-11,3.59660288425738e-09,"OBSL1"
"ENSOARG00000011132",-1.36167663695479,3.70315579353153,88.8249272820099,2.76146919495823e-11,3.59660288425738e-09,"RTN4IP1"
"ENSOARG00000009454",-1.18078969788212,4.97160521721017,88.8157409977422,2.76518592417216e-11,3.59660288425738e-09,"LYL1"
"ENSOARG00000020401",1.18274797049699,6.88635845416114,88.7327025807885,2.79902343292531e-11,3.62319521312733e-09,"FOXJ3"
"ENSOARG00000014901",4.11904767704239,2.27978317734572,88.2606304232845,2.99987775581348e-11,3.86469965741799e-09,"MYB"
"ENSOARG00000015297",1.65498553828613,7.92541549483268,88.1720330173109,3.0392400030027e-11,3.89685303512963e-09,"GBP5"
"ENSOARG00000018288",-1.10602586189393,5.46767882453963,87.9940414601463,3.11997532875734e-11,3.98150059170759e-09,"NCKAP5L"
"ENSOARG00000005192",-1.04974630893706,5.30845880942401,87.7458206336207,3.23636554247825e-11,4.11064006508012e-09,"ARFGAP2"
"ENSOARG00000008803",1.12102810970192,5.98102369160705,87.6311150532829,3.29169064142951e-11,4.16137376697356e-09,"CNOT4"
